FROM,TO,ROCK,AU,AG,CU,XCOLLAR,YCOLLAR,ZCOLLAR
204.479,206.979,1.0,2.52109,185.7964016,1.13121771,1970.636475,613.2028809,605.2503662
206.979,209.479,2.0,3.79843,38.20717045,1.56873102,1970.636475,613.2028809,605.2503662
209.479,211.979,2.0,6.38202,263.9977481,0.0,1970.636475,613.2028809,605.2503662
211.979,214.479,2.0,4.01224,60.49707861,0.27334563,1970.636475,613.2028809,605.2503662
214.479,216.979,2.0,4.60587,164.9919776,1.55260598,1970.636475,613.2028809,605.2503662
216.979,219.479,2.0,4.39306,219.55041,2.19296243,1970.636475,613.2028809,605.2503662
219.479,221.979,2.0,2.26477,65.82422882,1.53562271,1970.636475,613.2028809,605.2503662
221.979,224.479,2.0,0.7916,27.69903245,0.0,1970.636475,613.2028809,605.2503662
224.479,226.979,2.0,0.7886,37.54496409,0.0,1970.636475,613.2028809,605.2503662
226.979,229.479,2.0,1.12899,72.85656483,0.0,1970.636475,613.2028809,605.2503662
229.479,231.979,2.0,2.16305,16.93679198,0.0,1970.636475,613.2028809,605.2503662
231.979,234.479,1.0,0.83513,29.24012725,0.0,1970.636475,613.2028809,605.2503662
234.479,236.979,1.0,1.14413,82.90520678,0.0,1970.636475,613.2028809,605.2503662
236.979,239.479,1.0,0.79581,35.3329233,0.0,1970.636475,613.2028809,605.2503662
239.479,241.979,1.0,0.83147,45.29882593,0.8463482,1970.636475,613.2028809,605.2503662
241.979,244.479,1.0,0.33022,37.64508886,0.0,1970.636475,613.2028809,605.2503662
244.479,246.979,1.0,0.39735,36.92242939,0.20200723,1970.636475,613.2028809,605.2503662
246.979,249.479,1.0,0.005,8.59509106,0.13793852,1970.636475,613.2028809,605.2503662
249.479,251.979,1.0,0.005,16.71229467,0.0,1970.636475,613.2028809,605.2503662
251.979,254.479,1.0,0.005,17.68443219,0.58486968,1970.636475,613.2028809,605.2503662
254.479,256.979,1.0,0.005,8.48192492,0.10047748,1970.636475,613.2028809,605.2503662
256.979,259.479,1.0,0.43657,46.41117724,0.91850418,1970.636475,613.2028809,605.2503662
259.479,261.979,1.0,0.293,21.84737809,0.06179779,1970.636475,613.2028809,605.2503662
261.979,264.479,1.0,0.2049,14.44442434,0.67506843,1970.636475,613.2028809,605.2503662
264.479,266.979,1.0,0.5682,33.67745365,0.0,1970.636475,613.2028809,605.2503662
266.979,269.479,1.0,1.36894,57.17293426,0.0,1970.636475,613.2028809,605.2503662
269.479,271.979,1.0,3.48039,108.6923776,1.24089109,1970.636475,613.2028809,605.2503662
271.979,274.479,1.0,2.64972,73.3294689,0.0,1970.636475,613.2028809,605.2503662
274.479,276.979,1.0,2.29544,137.2352944,0.0,1970.636475,613.2028809,605.2503662
276.979,279.479,1.0,2.85804,48.2229586,2.45696623,1970.636475,613.2028809,605.2503662
279.479,281.979,1.0,5.93499,126.9898499,2.84699109,1970.636475,613.2028809,605.2503662
281.979,284.479,1.0,4.91658,197.5013323,1.21899007,1970.636475,613.2028809,605.2503662
284.479,286.979,1.0,5.21448,201.7632595,1.17648536,1970.636475,613.2028809,605.2503662
286.979,289.479,1.0,3.42219,65.6570084,0.0,1970.636475,613.2028809,605.2503662
289.479,291.432,1.0,3.46767,112.9939927,1.94671254,1970.636475,613.2028809,605.2503662
0.0,159.728,0.0,0.0,0.0,0.0,2009.214722,588.6936035,604.2143555
159.728,161.578,3.0,1.54402,0.0,0.0,2009.214722,588.6936035,604.2143555
161.578,164.078,3.0,1.34862,51.95306679,0.0,2009.214722,588.6936035,604.2143555
164.078,166.578,2.0,2.39768,142.387977,1.29056932,2009.214722,588.6936035,604.2143555
166.578,169.078,2.0,3.90242,79.51710382,1.36072598,2009.214722,588.6936035,604.2143555
169.078,171.578,3.0,2.14789,105.1602588,0.0,2009.214722,588.6936035,604.2143555
171.578,174.078,2.0,1.49297,41.47999548,0.6284672,2009.214722,588.6936035,604.2143555
174.078,176.578,2.0,0.53303,14.7245242,0.35942187,2009.214722,588.6936035,604.2143555
176.578,179.078,2.0,2.41715,70.92866184,0.32289743,2009.214722,588.6936035,604.2143555
179.078,181.578,2.0,2.23202,105.5022684,2.18061652,2009.214722,588.6936035,604.2143555
181.578,184.078,2.0,0.85845,203.2645153,0.56251475,2009.214722,588.6936035,604.2143555
184.078,186.578,2.0,1.48965,21.26787231,0.49242359,2009.214722,588.6936035,604.2143555
186.578,189.078,2.0,1.74669,35.41599339,0.56300327,2009.214722,588.6936035,604.2143555
189.078,191.578,2.0,2.35164,87.99174444,0.0,2009.214722,588.6936035,604.2143555
191.578,194.078,2.0,1.65039,52.0270339,0.12904694,2009.214722,588.6936035,604.2143555
194.078,196.578,3.0,1.5311,113.1347406,0.0,2009.214722,588.6936035,604.2143555
196.578,199.078,3.0,1.49071,36.18677214,0.66980847,2009.214722,588.6936035,604.2143555
199.078,201.578,3.0,3.14097,125.2591231,1.92464723,2009.214722,588.6936035,604.2143555
201.578,204.078,3.0,2.32896,56.48009564,0.08119827,2009.214722,588.6936035,604.2143555
204.078,206.578,3.0,3.71064,115.3539969,0.0,2009.214722,588.6936035,604.2143555
206.578,209.078,2.0,2.4154,103.0536059,0.0,2009.214722,588.6936035,604.2143555
209.078,211.578,1.0,1.74376,27.57330728,1.28729076,2009.214722,588.6936035,604.2143555
211.578,214.078,2.0,0.9062,13.49655284,1.38778508,2009.214722,588.6936035,604.2143555
214.078,216.578,2.0,0.69147,20.45978656,0.24408881,2009.214722,588.6936035,604.2143555
216.578,219.078,2.0,0.8998,46.16723686,0.0,2009.214722,588.6936035,604.2143555
219.078,221.578,2.0,1.99404,86.7456413,0.0,2009.214722,588.6936035,604.2143555
221.578,224.078,1.0,0.44198,15.44265329,0.0,2009.214722,588.6936035,604.2143555
224.078,226.578,2.0,0.4512,29.07195408,0.0,2009.214722,588.6936035,604.2143555
226.578,229.078,2.0,0.36745,34.39590766,0.34479641,2009.214722,588.6936035,604.2143555
229.078,231.578,2.0,0.40273,68.65522732,0.0,2009.214722,588.6936035,604.2143555
231.578,234.078,2.0,0.84424,45.23334708,0.0,2009.214722,588.6936035,604.2143555
234.078,236.578,1.0,0.23893,5.03165156,1.31252697,2009.214722,588.6936035,604.2143555
236.578,239.078,1.0,0.005,9.73858447,0.4000274,2009.214722,588.6936035,604.2143555
239.078,241.578,1.0,0.19589,35.90786291,0.31278854,2009.214722,588.6936035,604.2143555
241.578,244.078,1.0,0.005,28.57524474,0.0,2009.214722,588.6936035,604.2143555
244.078,246.578,1.0,0.56818,26.86022703,0.7857728,2009.214722,588.6936035,604.2143555
246.578,249.078,2.0,1.11289,55.58632072,0.09197365,2009.214722,588.6936035,604.2143555
249.078,251.578,2.0,0.45925,0.0,0.0,2009.214722,588.6936035,604.2143555
251.578,254.078,2.0,0.32388,51.23214354,0.0,2009.214722,588.6936035,604.2143555
254.078,256.578,2.0,0.13633,16.30086248,0.0,2009.214722,588.6936035,604.2143555
256.578,259.078,1.0,0.72045,51.6925765,0.46342216,2009.214722,588.6936035,604.2143555
259.078,261.578,1.0,1.88271,152.4387652,0.0,2009.214722,588.6936035,604.2143555
261.578,264.078,1.0,3.14106,111.2544819,1.07420729,2009.214722,588.6936035,604.2143555
264.078,266.578,1.0,4.22958,46.93160298,3.8137869,2009.214722,588.6936035,604.2143555
266.578,269.078,1.0,5.60317,123.0229127,3.00304948,2009.214722,588.6936035,604.2143555
269.078,271.578,1.0,5.32214,149.9397207,0.26476086,2009.214722,588.6936035,604.2143555
271.578,274.078,1.0,6.32763,198.7758054,3.31744664,2009.214722,588.6936035,604.2143555
274.078,276.578,1.0,5.70098,19.93546908,1.8131555,2009.214722,588.6936035,604.2143555
276.578,279.078,1.0,5.11287,110.208119,0.66247309,2009.214722,588.6936035,604.2143555
279.078,281.578,1.0,4.46048,52.8660827,1.40264165,2009.214722,588.6936035,604.2143555
281.578,284.078,1.0,4.34581,76.60547688,2.96892082,2009.214722,588.6936035,604.2143555
284.078,286.578,2.0,5.20022,14.4534366,3.24546432,2009.214722,588.6936035,604.2143555
286.578,289.078,1.0,3.63121,56.67091241,1.69503599,2009.214722,588.6936035,604.2143555
289.078,291.578,2.0,1.54456,62.08441679,0.39772194,2009.214722,588.6936035,604.2143555
291.578,293.045,2.0,0.97987,26.67891436,0.827857,2009.214722,588.6936035,604.2143555
0.0,140.866,0.0,0.0,0.0,0.0,2049.852295,561.5811157,603.1802979
140.866,141.113,2.0,3.35454,57.35898659,2.29914612,2049.852295,561.5811157,603.1802979
141.113,143.613,2.0,5.45737,241.2515542,2.84631166,2049.852295,561.5811157,603.1802979
143.613,146.113,2.0,5.03275,183.8767846,0.02858997,2049.852295,561.5811157,603.1802979
146.113,148.613,1.0,1.52481,36.71475509,0.0,2049.852295,561.5811157,603.1802979
148.613,151.113,1.0,4.0524,96.78650119,0.92026361,2049.852295,561.5811157,603.1802979
151.113,153.613,1.0,3.39641,133.4560561,1.52621655,2049.852295,561.5811157,603.1802979
153.613,156.113,1.0,3.66244,214.274047,0.47556147,2049.852295,561.5811157,603.1802979
156.113,158.613,1.0,2.43281,71.18145928,0.35970639,2049.852295,561.5811157,603.1802979
158.613,161.113,1.0,4.06067,46.40766585,1.4053842,2049.852295,561.5811157,603.1802979
161.113,163.613,1.0,2.83192,165.8100659,1.44472357,2049.852295,561.5811157,603.1802979
163.613,166.113,2.0,2.50935,102.4854277,0.32110544,2049.852295,561.5811157,603.1802979
166.113,168.613,2.0,2.82283,74.96154546,0.55504335,2049.852295,561.5811157,603.1802979
168.613,171.113,1.0,3.39984,13.15509584,1.41883679,2049.852295,561.5811157,603.1802979
171.113,173.613,1.0,1.7293,100.5879734,0.0,2049.852295,561.5811157,603.1802979
173.613,176.113,1.0,1.39348,38.70809127,0.0,2049.852295,561.5811157,603.1802979
176.113,178.613,1.0,1.37043,16.34662406,0.0,2049.852295,561.5811157,603.1802979
178.613,181.113,2.0,1.25658,66.85508894,0.0,2049.852295,561.5811157,603.1802979
181.113,183.613,2.0,2.06032,57.87916702,0.0,2049.852295,561.5811157,603.1802979
183.613,186.113,2.0,2.63177,120.6202201,0.93585159,2049.852295,561.5811157,603.1802979
186.113,188.613,2.0,1.96362,47.39319877,0.0,2049.852295,561.5811157,603.1802979
188.613,191.113,1.0,3.08581,147.698097,1.21153144,2049.852295,561.5811157,603.1802979
191.113,193.613,1.0,2.16125,90.69693678,2.30751354,2049.852295,561.5811157,603.1802979
193.613,196.113,1.0,2.06048,93.83016004,0.48263904,2049.852295,561.5811157,603.1802979
196.113,198.613,1.0,0.80752,49.26112082,0.95357333,2049.852295,561.5811157,603.1802979
198.613,201.113,1.0,0.34569,16.44226368,0.0,2049.852295,561.5811157,603.1802979
201.113,203.613,1.0,0.51856,19.5091939,0.0,2049.852295,561.5811157,603.1802979
203.613,206.113,1.0,0.94978,42.18406937,1.17812804,2049.852295,561.5811157,603.1802979
206.113,208.613,2.0,0.44646,11.73122361,1.06231882,2049.852295,561.5811157,603.1802979
208.613,211.113,1.0,0.005,22.3444212,0.96294475,2049.852295,561.5811157,603.1802979
211.113,213.613,2.0,0.01465,19.40808019,0.0,2049.852295,561.5811157,603.1802979
213.613,216.113,1.0,0.005,26.44566173,0.0,2049.852295,561.5811157,603.1802979
216.113,218.613,1.0,0.52766,40.27375187,0.46903076,2049.852295,561.5811157,603.1802979
218.613,221.113,1.0,1.066,48.97536992,0.0,2049.852295,561.5811157,603.1802979
221.113,223.613,1.0,1.09633,29.19145611,0.0,2049.852295,561.5811157,603.1802979
223.613,226.113,1.0,0.36899,21.04651882,1.60552068,2049.852295,561.5811157,603.1802979
226.113,228.613,1.0,0.32412,35.35785229,0.0,2049.852295,561.5811157,603.1802979
228.613,231.113,1.0,0.72936,119.7298185,1.53128605,2049.852295,561.5811157,603.1802979
231.113,233.613,1.0,1.64941,24.13708227,1.58883744,2049.852295,561.5811157,603.1802979
233.613,236.113,1.0,3.10531,142.7817417,0.72745576,2049.852295,561.5811157,603.1802979
236.113,238.613,1.0,2.22134,38.44954975,0.23374427,2049.852295,561.5811157,603.1802979
238.613,241.113,1.0,1.66747,28.72384041,0.28303036,2049.852295,561.5811157,603.1802979
241.113,243.613,1.0,1.45606,44.55230936,0.85974484,2049.852295,561.5811157,603.1802979
243.613,246.113,1.0,1.99298,102.0232385,0.00762999,2049.852295,561.5811157,603.1802979
246.113,248.613,1.0,2.06525,76.65537926,0.30753676,2049.852295,561.5811157,603.1802979
248.613,251.113,1.0,2.0434,63.71651668,0.0,2049.852295,561.5811157,603.1802979
251.113,253.613,1.0,2.58776,32.30588408,1.75382611,2049.852295,561.5811157,603.1802979
253.613,256.113,1.0,3.37535,45.44680541,2.3241573,2049.852295,561.5811157,603.1802979
256.113,258.613,1.0,2.91503,129.8507837,2.39427985,2049.852295,561.5811157,603.1802979
258.613,261.113,1.0,3.84866,149.8985846,2.63604806,2049.852295,561.5811157,603.1802979
261.113,263.613,1.0,4.06565,144.2683293,2.33033478,2049.852295,561.5811157,603.1802979
263.613,266.113,1.0,5.35882,89.36221354,3.16493927,2049.852295,561.5811157,603.1802979
266.113,268.613,1.0,4.54779,152.6016914,0.97208701,2049.852295,561.5811157,603.1802979
268.613,271.113,1.0,4.21908,7.48421284,1.70164285,2049.852295,561.5811157,603.1802979
271.113,273.613,1.0,8.13088,189.4118001,0.0,2049.852295,561.5811157,603.1802979
273.613,276.113,1.0,5.05245,109.9912284,1.89039587,2049.852295,561.5811157,603.1802979
276.113,278.613,1.0,2.30247,94.23566996,1.49238363,2049.852295,561.5811157,603.1802979
278.613,281.113,1.0,2.35281,67.2004394,0.12761334,2049.852295,561.5811157,603.1802979
281.113,283.613,1.0,0.97554,48.21836128,0.50264198,2049.852295,561.5811157,603.1802979
283.613,286.113,1.0,0.36845,14.81891931,0.0,2049.852295,561.5811157,603.1802979
286.113,288.613,1.0,0.43543,72.76205501,0.29357396,2049.852295,561.5811157,603.1802979
288.613,291.113,1.0,0.36925,13.73438531,0.0,2049.852295,561.5811157,603.1802979
291.113,293.613,1.0,0.90174,50.80164653,0.0,2049.852295,561.5811157,603.1802979
293.613,295.5,1.0,1.54189,28.34715263,1.11569377,2049.852295,561.5811157,603.1802979
0.0,143.089,0.0,0.0,0.0,0.0,2099.168701,533.4689331,608.6516113
143.089,145.196,1.0,2.91014,23.17630658,0.0,2099.168701,533.4689331,608.6516113
145.196,147.696,2.0,2.20076,72.26662429,0.0,2099.168701,533.4689331,608.6516113
147.696,150.196,2.0,3.0677,217.7642398,0.0,2099.168701,533.4689331,608.6516113
150.196,152.696,1.0,4.89566,209.4109142,4.1713358,2099.168701,533.4689331,608.6516113
152.696,155.196,2.0,6.68688,107.8407239,4.1713358,2099.168701,533.4689331,608.6516113
155.196,157.696,1.0,4.13098,230.1664424,1.70924747,2099.168701,533.4689331,608.6516113
157.696,160.196,1.0,1.47314,54.53672515,0.01282903,2099.168701,533.4689331,608.6516113
160.196,162.696,1.0,2.65185,105.0317205,0.72445076,2099.168701,533.4689331,608.6516113
162.696,165.196,1.0,1.2886,42.55812372,1.24042588,2099.168701,533.4689331,608.6516113
165.196,167.696,1.0,1.72806,68.2312264,0.85046842,2099.168701,533.4689331,608.6516113
167.696,170.196,1.0,3.3818,128.6550077,0.47906286,2099.168701,533.4689331,608.6516113
170.196,172.696,1.0,2.0663,62.71467578,0.28126577,2099.168701,533.4689331,608.6516113
172.696,175.196,1.0,0.91811,53.98623093,0.0,2099.168701,533.4689331,608.6516113
175.196,177.696,1.0,3.2274,115.7826585,2.02652512,2099.168701,533.4689331,608.6516113
177.696,180.196,1.0,1.68849,45.61009218,0.78710549,2099.168701,533.4689331,608.6516113
180.196,182.696,1.0,0.7578,45.99043075,0.90160357,2099.168701,533.4689331,608.6516113
182.696,185.196,1.0,0.63689,30.91597161,0.0,2099.168701,533.4689331,608.6516113
185.196,187.696,2.0,0.91891,33.25538683,1.93581539,2099.168701,533.4689331,608.6516113
187.696,190.196,1.0,0.95956,61.94658563,1.3628239,2099.168701,533.4689331,608.6516113
190.196,192.696,1.0,0.9322,11.57276937,0.0,2099.168701,533.4689331,608.6516113
192.696,195.196,2.0,1.15656,34.84810291,1.42816909,2099.168701,533.4689331,608.6516113
195.196,197.696,2.0,1.24187,30.21135575,0.0,2099.168701,533.4689331,608.6516113
197.696,200.196,2.0,0.9424,14.95088459,1.39550268,2099.168701,533.4689331,608.6516113
200.196,202.696,2.0,0.13279,24.80409856,0.00699513,2099.168701,533.4689331,608.6516113
202.696,205.196,2.0,0.33875,28.46487163,0.0,2099.168701,533.4689331,608.6516113
205.196,207.696,1.0,0.58501,47.8568247,0.0,2099.168701,533.4689331,608.6516113
207.696,210.196,2.0,0.42668,23.93573508,0.0,2099.168701,533.4689331,608.6516113
210.196,212.696,2.0,0.58601,42.56704503,0.0,2099.168701,533.4689331,608.6516113
212.696,215.196,2.0,0.5162,90.57278207,1.77559109,2099.168701,533.4689331,608.6516113
215.196,217.696,2.0,0.35482,24.37351201,1.19445987,2099.168701,533.4689331,608.6516113
217.696,220.196,1.0,0.005,9.39750803,0.0,2099.168701,533.4689331,608.6516113
220.196,222.696,2.0,0.005,22.67515611,0.08055861,2099.168701,533.4689331,608.6516113
222.696,225.196,2.0,0.09556,91.95056129,0.51775699,2099.168701,533.4689331,608.6516113
225.196,227.696,2.0,0.51335,30.12796575,1.63075312,2099.168701,533.4689331,608.6516113
227.696,230.196,2.0,0.88267,28.07332063,0.0,2099.168701,533.4689331,608.6516113
230.196,232.696,2.0,0.68717,33.18291978,1.17580456,2099.168701,533.4689331,608.6516113
232.696,235.196,2.0,0.73742,19.94283652,0.830277,2099.168701,533.4689331,608.6516113
235.196,237.696,1.0,0.3747,8.01406327,0.64179406,2099.168701,533.4689331,608.6516113
237.696,240.196,1.0,1.12295,32.48139102,0.99944361,2099.168701,533.4689331,608.6516113
240.196,242.696,1.0,1.34655,77.37774262,0.66600875,2099.168701,533.4689331,608.6516113
242.696,245.196,1.0,1.94139,2.01645048,0.24014264,2099.168701,533.4689331,608.6516113
245.196,247.696,1.0,2.72786,73.3824199,0.12565037,2099.168701,533.4689331,608.6516113
247.696,250.196,1.0,2.1553,39.76864478,0.52085433,2099.168701,533.4689331,608.6516113
250.196,252.696,1.0,1.54714,29.63508021,2.10543056,2099.168701,533.4689331,608.6516113
252.696,255.196,1.0,1.58259,20.65140222,0.50309474,2099.168701,533.4689331,608.6516113
255.196,257.696,1.0,2.54234,137.9652158,1.48347221,2099.168701,533.4689331,608.6516113
257.696,260.196,1.0,2.51136,64.7212891,0.87120779,2099.168701,533.4689331,608.6516113
260.196,262.696,1.0,2.67794,0.0,0.0,2099.168701,533.4689331,608.6516113
262.696,265.196,1.0,3.12189,100.190737,2.8679165,2099.168701,533.4689331,608.6516113
265.196,267.696,1.0,5.97868,65.82187239,2.37845875,2099.168701,533.4689331,608.6516113
267.696,270.196,1.0,7.17906,77.61994073,0.27991315,2099.168701,533.4689331,608.6516113
270.196,272.696,1.0,9.7694,319.16292524,2.28579206,2099.168701,533.4689331,608.6516113
272.696,275.196,1.0,7.97014,145.3736854,0.0,2099.168701,533.4689331,608.6516113
275.196,277.696,2.0,6.19294,319.16292524,1.13290038,2099.168701,533.4689331,608.6516113
277.696,280.196,1.0,4.382,158.4000323,2.09197874,2099.168701,533.4689331,608.6516113
280.196,282.696,1.0,5.63645,187.0506058,2.78527061,2099.168701,533.4689331,608.6516113
282.696,284.854,1.0,2.98928,105.4529833,0.55574863,2099.168701,533.4689331,608.6516113
0.0,145.196,0.0,0.0,0.0,0.0,2142.021484,505.6286621,614.133606
145.196,146.732,1.0,2.455,93.44725686,0.0,2142.021484,505.6286621,614.133606
146.732,149.232,1.0,3.84074,145.9129279,1.54999179,2142.021484,505.6286621,614.133606
149.232,151.732,1.0,3.58214,190.1967485,0.7654625,2142.021484,505.6286621,614.133606
151.732,154.232,1.0,2.61229,22.18906987,1.65209853,2142.021484,505.6286621,614.133606
154.232,156.732,1.0,3.82252,13.16951074,0.86488657,2142.021484,505.6286621,614.133606
156.732,159.232,1.0,2.84099,79.48287501,1.19837271,2142.021484,505.6286621,614.133606
159.232,161.732,1.0,5.0954,80.3407617,0.48651957,2142.021484,505.6286621,614.133606
161.732,164.232,1.0,4.2533,152.7797047,0.0,2142.021484,505.6286621,614.133606
164.232,166.732,1.0,3.14205,70.39908907,0.25908219,2142.021484,505.6286621,614.133606
166.732,169.232,1.0,3.06641,82.55529525,0.83750887,2142.021484,505.6286621,614.133606
169.232,171.732,1.0,4.02418,76.43712626,0.58957344,2142.021484,505.6286621,614.133606
171.732,174.232,1.0,3.12735,137.4019486,0.0,2142.021484,505.6286621,614.133606
174.232,176.732,1.0,2.06054,84.51916969,0.8994456,2142.021484,505.6286621,614.133606
176.732,179.232,1.0,4.3539,46.85844727,0.16661051,2142.021484,505.6286621,614.133606
179.232,181.732,1.0,2.61187,87.07817009,0.99774759,2142.021484,505.6286621,614.133606
181.732,184.232,1.0,1.283,10.22931256,0.0,2142.021484,505.6286621,614.133606
184.232,186.732,1.0,2.0987,62.54585319,0.83968977,2142.021484,505.6286621,614.133606
186.732,189.232,1.0,1.85217,55.97647279,0.0,2142.021484,505.6286621,614.133606
189.232,191.732,1.0,1.72864,40.73005743,0.30014386,2142.021484,505.6286621,614.133606
191.732,194.232,1.0,0.78077,39.75377105,0.82665465,2142.021484,505.6286621,614.133606
194.232,196.732,1.0,1.76067,23.79483963,2.86043448,2142.021484,505.6286621,614.133606
196.732,199.232,1.0,1.77395,50.24886832,0.03934004,2142.021484,505.6286621,614.133606
199.232,201.732,1.0,1.19772,24.06229586,0.0,2142.021484,505.6286621,614.133606
201.732,204.232,1.0,1.09207,76.81560057,0.89889792,2142.021484,505.6286621,614.133606
204.232,206.732,1.0,0.3878,7.91042155,0.0,2142.021484,505.6286621,614.133606
206.732,209.232,1.0,0.95535,194.0752271,1.06151996,2142.021484,505.6286621,614.133606
209.232,211.732,1.0,0.90133,44.82097574,0.0,2142.021484,505.6286621,614.133606
211.732,214.232,1.0,0.81969,51.62709703,0.01274821,2142.021484,505.6286621,614.133606
214.232,216.732,1.0,2.08445,51.80395458,0.09408906,2142.021484,505.6286621,614.133606
216.732,219.232,1.0,1.7997,222.3592625,0.25246736,2142.021484,505.6286621,614.133606
219.232,221.732,1.0,0.89293,34.11812855,0.48340332,2142.021484,505.6286621,614.133606
221.732,224.232,1.0,0.60975,36.68963755,0.0,2142.021484,505.6286621,614.133606
224.232,226.732,2.0,1.40941,53.89655887,0.0,2142.021484,505.6286621,614.133606
226.732,229.232,1.0,1.10734,234.055435,1.05994305,2142.021484,505.6286621,614.133606
229.232,231.732,2.0,0.90636,0.99720742,0.0,2142.021484,505.6286621,614.133606
231.732,234.232,1.0,1.17945,95.0305063,0.52020122,2142.021484,505.6286621,614.133606
234.232,236.732,1.0,0.78156,8.86036818,0.67590647,2142.021484,505.6286621,614.133606
236.732,239.232,1.0,0.63777,33.24892981,0.0,2142.021484,505.6286621,614.133606
239.232,241.732,1.0,0.92616,6.6456241,0.0,2142.021484,505.6286621,614.133606
241.732,244.232,1.0,1.45602,130.9999434,0.0,2142.021484,505.6286621,614.133606
244.232,246.732,1.0,2.05184,22.19726595,0.0,2142.021484,505.6286621,614.133606
246.732,249.232,1.0,4.08198,41.0996645,0.0,2142.021484,505.6286621,614.133606
249.232,251.732,1.0,3.33476,25.73847169,0.74339972,2142.021484,505.6286621,614.133606
251.732,254.232,1.0,3.88363,169.5842821,2.52158758,2142.021484,505.6286621,614.133606
254.232,256.732,1.0,2.4771,14.82586774,0.84879095,2142.021484,505.6286621,614.133606
256.732,259.232,1.0,1.6372,33.82659801,1.30218763,2142.021484,505.6286621,614.133606
259.232,261.732,1.0,2.6281,117.1686253,1.06532792,2142.021484,505.6286621,614.133606
261.732,264.232,1.0,1.74597,78.91712482,0.0,2142.021484,505.6286621,614.133606
264.232,266.732,1.0,2.28081,39.41747315,0.99922943,2142.021484,505.6286621,614.133606
266.732,269.232,1.0,3.5364,97.25809516,0.0,2142.021484,505.6286621,614.133606
269.232,271.732,1.0,3.6263,118.3908132,2.54574847,2142.021484,505.6286621,614.133606
271.732,273.325,1.0,4.21264,255.9860473,1.81806544,2142.021484,505.6286621,614.133606
0.0,281.891,0.0,0.0,0.0,0.0,1732.490356,801.5736694,577.1742554
281.891,283.12,2.0,0.74671,54.10706805,0.0,1732.490356,801.5736694,577.1742554
283.12,285.62,2.0,1.87248,47.58895342,0.0,1732.490356,801.5736694,577.1742554
285.62,288.12,2.0,0.60142,17.21386847,0.36789028,1732.490356,801.5736694,577.1742554
288.12,290.62,2.0,0.36979,18.32686022,0.12496146,1732.490356,801.5736694,577.1742554
290.62,293.12,1.0,0.15389,26.28670492,1.18091766,1732.490356,801.5736694,577.1742554
293.12,295.62,1.0,0.60861,24.31640398,0.24144616,1732.490356,801.5736694,577.1742554
295.62,298.12,1.0,0.16682,16.1579673,0.69062644,1732.490356,801.5736694,577.1742554
298.12,300.62,1.0,0.15246,19.93912552,0.0,1732.490356,801.5736694,577.1742554
300.62,303.12,1.0,0.3323,45.59588632,0.33797469,1732.490356,801.5736694,577.1742554
303.12,305.62,1.0,0.60974,54.57247642,0.95709519,1732.490356,801.5736694,577.1742554
305.62,308.12,1.0,1.05382,81.88903329,1.96336707,1732.490356,801.5736694,577.1742554
308.12,310.62,1.0,0.47824,10.71275676,0.0,1732.490356,801.5736694,577.1742554
310.62,313.12,2.0,1.15527,45.50934455,0.31894157,1732.490356,801.5736694,577.1742554
313.12,315.62,2.0,1.08507,48.96402274,1.34986211,1732.490356,801.5736694,577.1742554
315.62,318.12,2.0,1.21936,32.15845697,1.11001551,1732.490356,801.5736694,577.1742554
318.12,320.62,1.0,2.39666,115.0977766,1.06765391,1732.490356,801.5736694,577.1742554
320.62,323.12,1.0,3.47837,140.2026042,0.57780121,1732.490356,801.5736694,577.1742554
323.12,325.62,1.0,2.94437,21.33489124,1.19598624,1732.490356,801.5736694,577.1742554
325.62,328.12,1.0,4.04302,169.86498,1.16453201,1732.490356,801.5736694,577.1742554
328.12,330.62,1.0,1.63689,67.15969456,1.36057354,1732.490356,801.5736694,577.1742554
330.62,333.12,1.0,3.89499,183.7640929,0.79667978,1732.490356,801.5736694,577.1742554
333.12,335.62,1.0,4.14529,72.16110136,2.48035616,1732.490356,801.5736694,577.1742554
335.62,338.12,1.0,3.3612,104.3427838,0.0,1732.490356,801.5736694,577.1742554
338.12,340.62,2.0,1.52853,55.23407538,0.0,1732.490356,801.5736694,577.1742554
340.62,343.12,1.0,2.26705,72.47843979,0.88228191,1732.490356,801.5736694,577.1742554
343.12,345.62,1.0,1.51815,45.36005081,0.74234744,1732.490356,801.5736694,577.1742554
345.62,347.701,1.0,0.56802,20.50181794,0.0,1732.490356,801.5736694,577.1742554
0.0,227.009,0.0,0.0,0.0,0.0,1779.168091,777.0631104,579.6685181
227.009,228.173,1.0,2.80056,91.16829145,1.63981065,1779.168091,777.0631104,579.6685181
228.173,230.673,1.0,4.48989,46.12497587,0.0,1779.168091,777.0631104,579.6685181
230.673,233.173,1.0,2.30874,2.27271034,0.7839984,1779.168091,777.0631104,579.6685181
233.173,235.673,1.0,1.64942,64.95406625,1.46074722,1779.168091,777.0631104,579.6685181
235.673,238.173,1.0,1.25582,29.48440649,1.71394506,1779.168091,777.0631104,579.6685181
238.173,240.673,1.0,1.7482,80.51713232,1.45583984,1779.168091,777.0631104,579.6685181
240.673,243.173,1.0,1.14109,44.87320543,1.55713301,1779.168091,777.0631104,579.6685181
243.173,245.673,1.0,0.866,28.35361985,0.0,1779.168091,777.0631104,579.6685181
245.673,248.173,1.0,0.34921,126.9651879,0.0,1779.168091,777.0631104,579.6685181
