BHID,FROM,TO,ROCK
137,189.4122934,191.9122934,1.0
137,191.9122934,194.4122934,1.0
137,194.4122934,196.9122934,2.0
137,196.9122934,199.4122934,2.0
137,199.4122934,201.9122934,2.0
137,201.9122934,204.4122934,2.0
137,204.4122934,206.9122934,2.0
137,206.9122934,209.4122934,2.0
137,209.4122934,211.9122934,1.0
137,211.9122934,214.4122934,1.0
137,214.4122934,216.9122934,1.0
137,216.9122934,219.4122934,1.0
137,219.4122934,221.9122934,1.0
137,221.9122934,224.4122934,1.0
137,224.4122934,226.9122934,1.0
137,226.9122934,229.4122934,1.0
137,229.4122934,231.9122934,1.0
137,231.9122934,234.4122934,1.0
137,234.4122934,236.9122934,1.0
137,236.9122934,239.4122934,1.0
137,239.4122934,241.9122934,1.0
137,241.9122934,244.4122934,1.0
137,244.4122934,246.9122934,1.0
137,246.9122934,249.4122934,1.0
137,249.4122934,251.9122934,1.0
137,251.9122934,254.4122934,1.0
137,254.4122934,256.9122934,1.0
137,256.9122934,259.4122934,1.0
137,259.4122934,261.9122934,1.0
137,261.9122934,264.4122934,1.0
137,264.4122934,266.9122934,1.0
137,266.9122934,268.3430052,1.0
138,0,128.1236021,0.0
138,128.1236021,129.3723234,1.0
138,129.3723234,131.8723234,1.0
138,131.8723234,134.3723234,1.0
138,134.3723234,136.8723234,1.0
138,136.8723234,139.3723234,1.0
138,139.3723234,141.8723234,1.0
138,141.8723234,144.3723234,1.0
138,144.3723234,146.8723234,1.0
138,146.8723234,149.3723234,1.0
138,149.3723234,151.8723234,1.0
138,151.8723234,154.3723234,1.0
138,154.3723234,156.8723234,1.0
138,156.8723234,159.3723234,1.0
138,159.3723234,161.8723234,1.0
138,161.8723234,164.3723234,1.0
138,164.3723234,166.8723234,1.0
138,166.8723234,169.3723234,1.0
138,169.3723234,171.8723234,1.0
138,171.8723234,174.3723234,1.0
138,174.3723234,176.8723234,1.0
138,176.8723234,179.3723234,1.0
138,179.3723234,181.8723234,2.0
138,181.8723234,184.3723234,2.0
138,184.3723234,186.8723234,1.0
138,186.8723234,189.3723234,1.0
138,189.3723234,191.8723234,1.0
138,191.8723234,194.3723234,1.0
138,194.3723234,196.8723234,1.0
138,196.8723234,199.3723234,1.0
138,199.3723234,201.8723234,1.0
138,201.8723234,204.3723234,2.0
138,204.3723234,206.8723234,1.0
138,206.8723234,209.3723234,1.0
138,209.3723234,211.8723234,1.0
138,211.8723234,214.3723234,1.0
138,214.3723234,216.8723234,1.0
138,216.8723234,219.3723234,1.0
138,219.3723234,221.8723234,1.0
138,221.8723234,224.3723234,1.0
138,224.3723234,226.8723234,1.0
138,226.8723234,229.3723234,1.0
138,229.3723234,231.8723234,1.0
138,231.8723234,234.3723234,1.0
138,234.3723234,236.8723234,1.0
138,236.8723234,239.3723234,1.0
138,239.3723234,241.8723234,1.0
138,241.8723234,244.3723234,1.0
138,244.3723234,246.8723234,1.0
138,246.8723234,249.3723234,1.0
138,249.3723234,251.8723234,1.0
138,251.8723234,254.3723234,1.0
138,254.3723234,255.965911,1.0
139,0,257.1116503,0.0
139,257.1116503,259.0546102,2.0
139,259.0546102,261.5546102,2.0
139,261.5546102,264.0546102,2.0
139,264.0546102,266.5546102,1.0
139,266.5546102,269.0546102,2.0
139,269.0546102,271.5546102,2.0
139,271.5546102,274.0546102,2.0
139,274.0546102,276.5546102,2.0
139,276.5546102,279.0546102,2.0
139,279.0546102,281.5546102,2.0
139,281.5546102,284.0546102,1.0
139,284.0546102,286.5546102,2.0
139,286.5546102,289.0546102,1.0
139,289.0546102,291.5546102,1.0
139,291.5546102,294.0546102,1.0
139,294.0546102,296.5546102,2.0
139,296.5546102,299.0546102,1.0
139,299.0546102,301.5546102,1.0
139,301.5546102,304.0546102,1.0
139,304.0546102,306.5546102,1.0
139,306.5546102,309.0546102,1.0
139,309.0546102,311.5546102,1.0
139,311.5546102,314.0546102,1.0
139,314.0546102,316.5546102,1.0
139,316.5546102,319.0546102,1.0
139,319.0546102,321.5546102,1.0
139,321.5546102,324.0546102,1.0
139,324.0546102,324.5365242,1.0
140,0,206.3365479,0.0
140,206.3365479,208.7839841,1.0
140,208.7839841,211.2839841,1.0
140,211.2839841,213.7839841,1.0
140,213.7839841,216.2839841,1.0
140,216.2839841,218.7839841,1.0
140,218.7839841,221.2839841,1.0
140,221.2839841,223.7839841,1.0
140,223.7839841,226.2839841,1.0
140,226.2839841,228.7839841,1.0
140,228.7839841,231.2839841,1.0
140,231.2839841,233.7839841,1.0
140,233.7839841,236.2839841,1.0
140,236.2839841,238.7839841,1.0
140,238.7839841,241.2839841,1.0
140,241.2839841,243.7839841,1.0
140,243.7839841,246.2839841,1.0
140,246.2839841,248.7839841,1.0
140,248.7839841,251.2839841,1.0
140,251.2839841,253.7839841,1.0
140,253.7839841,256.2839841,1.0
140,256.2839841,258.7839841,1.0
140,258.7839841,261.2839841,1.0
140,261.2839841,263.7839841,1.0
140,263.7839841,266.2839841,1.0
140,266.2839841,268.7839841,1.0
140,268.7839841,271.2839841,1.0
140,271.2839841,273.7839841,1.0
140,273.7839841,276.2839841,1.0
140,276.2839841,278.7839841,1.0
140,278.7839841,281.2839841,1.0
140,281.2839841,283.7839841,1.0
140,283.7839841,286.2839841,1.0
140,286.2839841,288.7839841,1.0
140,288.7839841,291.2839841,1.0
140,291.2839841,293.7839841,1.0
140,293.7839841,296.2839841,1.0
140,296.2839841,298.7839841,1.0
140,298.7839841,301.2839841,1.0
140,301.2839841,303.7839841,1.0
140,303.7839841,306.2839841,1.0
140,306.2839841,308.7839841,1.0
140,308.7839841,311.2839841,1.0
140,311.2839841,313.7839841,1.0
140,313.7839841,316.2839841,1.0
140,316.2839841,318.7839841,1.0
140,318.7839841,320.5228198,1.0
141,0,155.4124393,0.0
141,155.4124393,155.9609545,2.0
141,155.9609545,158.4609545,2.0
141,158.4609545,160.9609545,1.0
141,160.9609545,163.4609545,1.0
141,163.4609545,165.9609545,1.0
141,165.9609545,168.4609545,1.0
141,168.4609545,170.9609545,1.0
141,170.9609545,173.4609545,1.0
141,173.4609545,175.9609545,1.0
141,175.9609545,178.4609545,1.0
141,178.4609545,180.9609545,1.0
141,180.9609545,183.4609545,1.0
141,183.4609545,185.9609545,1.0
141,185.9609545,188.4609545,1.0
141,188.4609545,190.9609545,2.0
141,190.9609545,193.4609545,2.0
141,193.4609545,195.9609545,1.0
141,195.9609545,198.4609545,2.0
141,198.4609545,200.9609545,2.0
141,200.9609545,203.4609545,2.0
141,203.4609545,205.9609545,2.0
141,205.9609545,208.4609545,1.0
141,208.4609545,210.9609545,1.0
141,210.9609545,213.4609545,1.0
141,213.4609545,215.9609545,1.0
141,215.9609545,218.4609545,1.0
141,218.4609545,220.9609545,1.0
141,220.9609545,223.4609545,1.0
141,223.4609545,225.9609545,1.0
141,225.9609545,228.4609545,2.0
141,228.4609545,230.9609545,1.0
141,230.9609545,233.4609545,2.0
141,233.4609545,235.9609545,2.0
141,235.9609545,238.4609545,1.0
141,238.4609545,240.9609545,1.0
141,240.9609545,243.4609545,1.0
141,243.4609545,245.9609545,1.0
141,245.9609545,248.4609545,1.0
141,248.4609545,250.9609545,1.0
141,250.9609545,253.4609545,1.0
141,253.4609545,255.9609545,1.0
141,255.9609545,258.4609545,1.0
141,258.4609545,260.9609545,1.0
141,260.9609545,263.4609545,1.0
141,263.4609545,265.9609545,1.0
141,265.9609545,268.4609545,1.0
141,268.4609545,270.9609545,1.0
141,270.9609545,273.4609545,1.0
141,273.4609545,275.9609545,1.0
141,275.9609545,278.4609545,1.0
141,278.4609545,280.9609545,1.0
141,280.9609545,283.4609545,2.0
141,283.4609545,285.9609545,1.0
141,285.9609545,288.4609545,1.0
141,288.4609545,290.9609545,2.0
141,290.9609545,293.4609545,1.0
141,293.4609545,295.9609545,1.0
141,295.9609545,298.4609545,1.0
141,298.4609545,300.9609545,1.0
141,300.9609545,303.4609545,2.0
141,303.4609545,305.9609545,2.0
141,305.9609545,308.4609545,1.0
141,308.4609545,310.9609545,1.0
141,310.9609545,313.4609545,1.0
141,313.4609545,315.9319056,1.0
142,0,170.0438677,0.0
142,170.0438677,171.6831037,2.0
142,171.6831037,174.1831037,2.0
142,174.1831037,176.6831037,2.0
142,176.6831037,179.1831037,2.0
142,179.1831037,181.6831037,2.0
142,181.6831037,184.1831037,2.0
142,184.1831037,186.6831037,1.0
142,186.6831037,189.1831037,1.0
142,189.1831037,191.6831037,1.0
142,191.6831037,194.1831037,1.0
142,194.1831037,196.6831037,1.0
142,196.6831037,199.1831037,1.0
142,199.1831037,201.6831037,1.0
142,201.6831037,204.1831037,2.0
142,204.1831037,206.6831037,1.0
142,206.6831037,209.1831037,2.0
142,209.1831037,211.6831037,2.0
142,211.6831037,214.1831037,1.0
142,214.1831037,216.6831037,2.0
142,216.6831037,219.1831037,2.0
142,219.1831037,221.6831037,2.0
142,221.6831037,224.1831037,2.0
142,224.1831037,226.6831037,2.0
142,226.6831037,229.1831037,2.0
142,229.1831037,231.6831037,2.0
142,231.6831037,234.1831037,1.0
142,234.1831037,236.6831037,1.0
142,236.6831037,239.1831037,1.0
142,239.1831037,241.6831037,1.0
142,241.6831037,244.1831037,1.0
142,244.1831037,246.6831037,1.0
142,246.6831037,249.1831037,1.0
142,249.1831037,251.6831037,1.0
142,251.6831037,254.1831037,1.0
142,254.1831037,256.6831037,1.0
142,256.6831037,259.1831037,1.0
142,259.1831037,261.6831037,1.0
142,261.6831037,264.1831037,1.0
142,264.1831037,266.6831037,1.0
142,266.6831037,269.1831037,1.0
142,269.1831037,271.6831037,1.0
142,271.6831037,274.1831037,1.0
142,274.1831037,276.6831037,1.0
142,276.6831037,279.1831037,1.0
142,279.1831037,281.6831037,1.0
142,281.6831037,284.1831037,1.0
142,284.1831037,286.6831037,1.0
142,286.6831037,289.1831037,1.0
142,289.1831037,291.6831037,1.0
142,291.6831037,294.1831037,1.0
142,294.1831037,296.6831037,1.0
142,296.6831037,299.1831037,1.0
142,299.1831037,301.6831037,1.0
142,301.6831037,304.1831037,1.0
142,304.1831037,306.6831037,2.0
142,306.6831037,309.1831037,2.0
142,309.1831037,311.6831037,2.0
142,311.6831037,314.1831037,2.0
142,314.1831037,316.6831037,2.0
142,316.6831037,317.9957308,2.0
143,0,194.0422909,0.0
143,194.0422909,196.3587605,1.0
143,196.3587605,198.8587605,1.0
143,198.8587605,201.3587605,1.0
143,201.3587605,203.8587605,1.0
143,203.8587605,206.3587605,1.0
143,206.3587605,208.8587605,1.0
143,208.8587605,211.3587605,1.0
143,211.3587605,213.8587605,1.0
143,213.8587605,216.3587605,1.0
143,216.3587605,218.8587605,1.0
143,218.8587605,221.3587605,1.0
143,221.3587605,223.8587605,1.0
143,223.8587605,226.3587605,1.0
143,226.3587605,228.8587605,1.0
143,228.8587605,231.3587605,1.0
143,231.3587605,233.8587605,1.0
143,233.8587605,236.3587605,1.0
143,236.3587605,238.8587605,1.0
143,238.8587605,241.3587605,2.0
143,241.3587605,243.8587605,2.0
143,243.8587605,246.3587605,2.0
143,246.3587605,248.8587605,1.0
143,248.8587605,251.3587605,2.0
143,251.3587605,253.8587605,2.0
143,253.8587605,256.3587605,1.0
143,256.3587605,258.8587605,2.0
143,258.8587605,261.3587605,1.0
143,261.3587605,263.8587605,1.0
143,263.8587605,266.3587605,2.0
143,266.3587605,268.8587605,1.0
143,268.8587605,271.3587605,1.0
143,271.3587605,273.8587605,1.0
143,273.8587605,276.3587605,2.0
143,276.3587605,278.8587605,2.0
143,278.8587605,281.3587605,2.0
143,281.3587605,283.8587605,2.0
143,283.8587605,286.3587605,2.0
143,286.3587605,288.8587605,2.0
143,288.8587605,291.3587605,2.0
143,291.3587605,293.8587605,2.0
143,293.8587605,296.3587605,1.0
143,296.3587605,298.8587605,1.0
143,298.8587605,301.3587605,1.0
143,301.3587605,303.8587605,1.0
143,303.8587605,306.3587605,1.0
143,306.3587605,308.8587605,1.0
143,308.8587605,311.3587605,1.0
143,311.3587605,313.8587605,1.0
143,313.8587605,316.3587605,1.0
143,316.3587605,318.8587605,1.0
143,318.8587605,321.3587605,1.0
143,321.3587605,321.9077226,1.0
144,0,187.8685749,0.0
144,187.8685749,189.2901753,1.0
144,189.2901753,191.7901753,1.0
144,191.7901753,194.2901753,1.0
144,194.2901753,196.7901753,1.0
144,196.7901753,199.2901753,2.0
144,199.2901753,201.7901753,1.0
144,201.7901753,204.2901753,2.0
144,204.2901753,206.7901753,2.0
144,206.7901753,209.2901753,2.0
144,209.2901753,211.7901753,2.0
144,211.7901753,214.2901753,2.0
144,214.2901753,216.7901753,2.0
144,216.7901753,219.2901753,2.0
144,219.2901753,221.7901753,2.0
144,221.7901753,224.2901753,1.0
144,224.2901753,226.7901753,2.0
144,226.7901753,229.2901753,1.0
144,229.2901753,231.7901753,1.0
144,231.7901753,234.2901753,1.0
144,234.2901753,236.7901753,1.0
144,236.7901753,239.2901753,1.0
144,239.2901753,241.7901753,1.0
144,241.7901753,244.2901753,1.0
144,244.2901753,246.7901753,1.0
144,246.7901753,249.2901753,1.0
144,249.2901753,251.7901753,1.0
144,251.7901753,254.2901753,1.0
144,254.2901753,256.7901753,1.0
144,256.7901753,259.2901753,1.0
144,259.2901753,261.7901753,2.0
144,261.7901753,264.2901753,2.0
144,264.2901753,266.7901753,1.0
144,266.7901753,269.2901753,2.0
144,269.2901753,271.7901753,2.0
144,271.7901753,274.2901753,2.0
144,274.2901753,276.7901753,1.0
144,276.7901753,279.2901753,1.0
144,279.2901753,281.7901753,1.0
144,281.7901753,284.2901753,1.0
144,284.2901753,286.7901753,1.0
144,286.7901753,289.2901753,1.0
144,289.2901753,291.7901753,1.0
144,291.7901753,294.2901753,1.0
144,294.2901753,296.7901753,1.0
144,296.7901753,299.2901753,1.0
144,299.2901753,301.7901753,2.0
144,301.7901753,304.2901753,2.0
144,304.2901753,305.618125,2.0
145,0,178.4574582,0.0
145,178.4574582,179.4790684,1.0
145,179.4790684,181.9790684,2.0
145,181.9790684,184.4790684,2.0
145,184.4790684,186.9790684,2.0
145,186.9790684,189.4790684,2.0
145,189.4790684,191.9790684,2.0
145,191.9790684,194.4790684,2.0
145,194.4790684,196.9790684,2.0
145,196.9790684,199.4790684,2.0
145,199.4790684,201.9790684,2.0
145,201.9790684,204.4790684,1.0
145,204.4790684,206.9790684,1.0
145,206.9790684,209.4790684,2.0
145,209.4790684,211.9790684,2.0
145,211.9790684,214.4790684,2.0
145,214.4790684,216.9790684,2.0
145,216.9790684,219.4790684,2.0
145,219.4790684,221.9790684,2.0
145,221.9790684,224.4790684,2.0
145,224.4790684,226.9790684,2.0
145,226.9790684,229.4790684,2.0
145,229.4790684,231.9790684,2.0
145,231.9790684,234.4790684,1.0
145,234.4790684,236.9790684,1.0
145,236.9790684,239.4790684,1.0
145,239.4790684,241.9790684,1.0
145,241.9790684,244.4790684,1.0
145,244.4790684,246.9790684,1.0
145,246.9790684,249.4790684,1.0
145,249.4790684,251.9790684,1.0
145,251.9790684,254.4790684,1.0
145,254.4790684,256.9790684,1.0
145,256.9790684,259.4790684,1.0
145,259.4790684,261.9790684,1.0
145,261.9790684,264.4790684,1.0
145,264.4790684,266.9790684,1.0
145,266.9790684,269.4790684,1.0
145,269.4790684,271.9790684,1.0
145,271.9790684,274.4790684,1.0
145,274.4790684,276.9790684,1.0
145,276.9790684,279.4790684,1.0
145,279.4790684,281.9790684,1.0
145,281.9790684,284.4790684,1.0
145,284.4790684,286.9790684,1.0
145,286.9790684,289.4790684,1.0
145,289.4790684,291.4323145,1.0
146,0,159.7281105,0.0
146,159.7281105,161.5784078,3.0
146,161.5784078,164.0784078,3.0
146,164.0784078,166.5784078,2.0
146,166.5784078,169.0784078,2.0
146,169.0784078,171.5784078,3.0
146,171.5784078,174.0784078,2.0
146,174.0784078,176.5784078,2.0
146,176.5784078,179.0784078,2.0
146,179.0784078,181.5784078,2.0
146,181.5784078,184.0784078,2.0
146,184.0784078,186.5784078,2.0
146,186.5784078,189.0784078,2.0
146,189.0784078,191.5784078,2.0
146,191.5784078,194.0784078,2.0
146,194.0784078,196.5784078,3.0
146,196.5784078,199.0784078,3.0
146,199.0784078,201.5784078,3.0
146,201.5784078,204.0784078,3.0
146,204.0784078,206.5784078,3.0
146,206.5784078,209.0784078,2.0
146,209.0784078,211.5784078,1.0
146,211.5784078,214.0784078,2.0
146,214.0784078,216.5784078,2.0
146,216.5784078,219.0784078,2.0
146,219.0784078,221.5784078,2.0
146,221.5784078,224.0784078,1.0
146,224.0784078,226.5784078,2.0
146,226.5784078,229.0784078,2.0
146,229.0784078,231.5784078,2.0
146,231.5784078,234.0784078,2.0
146,234.0784078,236.5784078,1.0
146,236.5784078,239.0784078,1.0
146,239.0784078,241.5784078,1.0
146,241.5784078,244.0784078,1.0
146,244.0784078,246.5784078,1.0
146,246.5784078,249.0784078,2.0
146,249.0784078,251.5784078,2.0
146,251.5784078,254.0784078,2.0
146,254.0784078,256.5784078,2.0
146,256.5784078,259.0784078,1.0
146,259.0784078,261.5784078,1.0
146,261.5784078,264.0784078,1.0
146,264.0784078,266.5784078,1.0
146,266.5784078,269.0784078,1.0
146,269.0784078,271.5784078,1.0
146,271.5784078,274.0784078,1.0
146,274.0784078,276.5784078,1.0
146,276.5784078,279.0784078,1.0
146,279.0784078,281.5784078,1.0
146,281.5784078,284.0784078,1.0
146,284.0784078,286.5784078,2.0
146,286.5784078,289.0784078,1.0
146,289.0784078,291.5784078,2.0
146,291.5784078,293.0446135,2.0
147,0,140.8661918,0.0
147,140.8661918,141.1133874,2.0
147,141.1133874,143.6133874,2.0
147,143.6133874,146.1133874,2.0
147,146.1133874,148.6133874,1.0
147,148.6133874,151.1133874,1.0
147,151.1133874,153.6133874,1.0
147,153.6133874,156.1133874,1.0
147,156.1133874,158.6133874,1.0
147,158.6133874,161.1133874,1.0
147,161.1133874,163.6133874,1.0
147,163.6133874,166.1133874,2.0
147,166.1133874,168.6133874,2.0
147,168.6133874,171.1133874,1.0
147,171.1133874,173.6133874,1.0
147,173.6133874,176.1133874,1.0
147,176.1133874,178.6133874,1.0
147,178.6133874,181.1133874,2.0
147,181.1133874,183.6133874,2.0
147,183.6133874,186.1133874,2.0
147,186.1133874,188.6133874,2.0
147,188.6133874,191.1133874,1.0
147,191.1133874,193.6133874,1.0
147,193.6133874,196.1133874,1.0
147,196.1133874,198.6133874,1.0
147,198.6133874,201.1133874,1.0
147,201.1133874,203.6133874,1.0
147,203.6133874,206.1133874,1.0
147,206.1133874,208.6133874,2.0
147,208.6133874,211.1133874,1.0
147,211.1133874,213.6133874,2.0
147,213.6133874,216.1133874,1.0
147,216.1133874,218.6133874,1.0
147,218.6133874,221.1133874,1.0
147,221.1133874,223.6133874,1.0
147,223.6133874,226.1133874,1.0
147,226.1133874,228.6133874,1.0
147,228.6133874,231.1133874,1.0
147,231.1133874,233.6133874,1.0
147,233.6133874,236.1133874,1.0
147,236.1133874,238.6133874,1.0
147,238.6133874,241.1133874,1.0
147,241.1133874,243.6133874,1.0
147,243.6133874,246.1133874,1.0
147,246.1133874,248.6133874,1.0
147,248.6133874,251.1133874,1.0
147,251.1133874,253.6133874,1.0
147,253.6133874,256.1133874,1.0
147,256.1133874,258.6133874,1.0
147,258.6133874,261.1133874,1.0
147,261.1133874,263.6133874,1.0
147,263.6133874,266.1133874,1.0
147,266.1133874,268.6133874,1.0
147,268.6133874,271.1133874,1.0
147,271.1133874,273.6133874,1.0
147,273.6133874,276.1133874,1.0
147,276.1133874,278.6133874,1.0
147,278.6133874,281.1133874,1.0
147,281.1133874,283.6133874,1.0
147,283.6133874,286.1133874,1.0
147,286.1133874,288.6133874,1.0
147,288.6133874,291.1133874,1.0
147,291.1133874,293.6133874,1.0
147,293.6133874,295.5004415,1.0
148,0,143.0885713,0.0
148,143.0885713,145.1958928,1.0
148,145.1958928,147.6958928,2.0
148,147.6958928,150.1958928,2.0
148,150.1958928,152.6958928,1.0
148,152.6958928,155.1958928,2.0
148,155.1958928,157.6958928,1.0
148,157.6958928,160.1958928,1.0
148,160.1958928,162.6958928,1.0
148,162.6958928,165.1958928,1.0
148,165.1958928,167.6958928,1.0
148,167.6958928,170.1958928,1.0
148,170.1958928,172.6958928,1.0
148,172.6958928,175.1958928,1.0
148,175.1958928,177.6958928,1.0
148,177.6958928,180.1958928,1.0
148,180.1958928,182.6958928,1.0
148,182.6958928,185.1958928,1.0
148,185.1958928,187.6958928,2.0
148,187.6958928,190.1958928,1.0
148,190.1958928,192.6958928,1.0
148,192.6958928,195.1958928,2.0
148,195.1958928,197.6958928,2.0
148,197.6958928,200.1958928,2.0
148,200.1958928,202.6958928,2.0
148,202.6958928,205.1958928,2.0
148,205.1958928,207.6958928,1.0
148,207.6958928,210.1958928,2.0
148,210.1958928,212.6958928,2.0
148,212.6958928,215.1958928,2.0
148,215.1958928,217.6958928,2.0
148,217.6958928,220.1958928,1.0
148,220.1958928,222.6958928,2.0
148,222.6958928,225.1958928,2.0
148,225.1958928,227.6958928,2.0
148,227.6958928,230.1958928,2.0
148,230.1958928,232.6958928,2.0
148,232.6958928,235.1958928,2.0
148,235.1958928,237.6958928,1.0
148,237.6958928,240.1958928,1.0
148,240.1958928,242.6958928,1.0
148,242.6958928,245.1958928,1.0
148,245.1958928,247.6958928,1.0
148,247.6958928,250.1958928,1.0
148,250.1958928,252.6958928,1.0
148,252.6958928,255.1958928,1.0
148,255.1958928,257.6958928,1.0
148,257.6958928,260.1958928,1.0
148,260.1958928,262.6958928,1.0
148,262.6958928,265.1958928,1.0
148,265.1958928,267.6958928,1.0
148,267.6958928,270.1958928,1.0
148,270.1958928,272.6958928,1.0
148,272.6958928,275.1958928,1.0
148,275.1958928,277.6958928,2.0
148,277.6958928,280.1958928,1.0
148,280.1958928,282.6958928,1.0
148,282.6958928,284.8541073,1.0
149,0,145.1960328,0.0
149,145.1960328,146.7316393,1.0
149,146.7316393,149.2316393,1.0
149,149.2316393,151.7316393,1.0
149,151.7316393,154.2316393,1.0
149,154.2316393,156.7316393,1.0
149,156.7316393,159.2316393,1.0
149,159.2316393,161.7316393,1.0
149,161.7316393,164.2316393,1.0
149,164.2316393,166.7316393,1.0
149,166.7316393,169.2316393,1.0
149,169.2316393,171.7316393,1.0
149,171.7316393,174.2316393,1.0
149,174.2316393,176.7316393,1.0
149,176.7316393,179.2316393,1.0
149,179.2316393,181.7316393,1.0
149,181.7316393,184.2316393,1.0
149,184.2316393,186.7316393,1.0
149,186.7316393,189.2316393,1.0
149,189.2316393,191.7316393,1.0
149,191.7316393,194.2316393,1.0
149,194.2316393,196.7316393,1.0
149,196.7316393,199.2316393,1.0
149,199.2316393,201.7316393,1.0
149,201.7316393,204.2316393,1.0
149,204.2316393,206.7316393,1.0
149,206.7316393,209.2316393,1.0
149,209.2316393,211.7316393,1.0
149,211.7316393,214.2316393,1.0
149,214.2316393,216.7316393,1.0
149,216.7316393,219.2316393,1.0
149,219.2316393,221.7316393,1.0
149,221.7316393,224.2316393,1.0
149,224.2316393,226.7316393,2.0
149,226.7316393,229.2316393,1.0
149,229.2316393,231.7316393,2.0
149,231.7316393,234.2316393,1.0
149,234.2316393,236.7316393,1.0
149,236.7316393,239.2316393,1.0
149,239.2316393,241.7316393,1.0
149,241.7316393,244.2316393,1.0
149,244.2316393,246.7316393,1.0
149,246.7316393,249.2316393,1.0
149,249.2316393,251.7316393,1.0
149,251.7316393,254.2316393,1.0
149,254.2316393,256.7316393,1.0
149,256.7316393,259.2316393,1.0
149,259.2316393,261.7316393,1.0
149,261.7316393,264.2316393,1.0
149,264.2316393,266.7316393,1.0
149,266.7316393,269.2316393,1.0
149,269.2316393,271.7316393,1.0
149,271.7316393,273.3252269,1.0
150,0,281.8912083,0.0
150,281.8912083,283.1198825,2.0
150,283.1198825,285.6198825,2.0
150,285.6198825,288.1198825,2.0
150,288.1198825,290.6198825,2.0
150,290.6198825,293.1198825,1.0
150,293.1198825,295.6198825,1.0
150,295.6198825,298.1198825,1.0
150,298.1198825,300.6198825,1.0
150,300.6198825,303.1198825,1.0
150,303.1198825,305.6198825,1.0
150,305.6198825,308.1198825,1.0
150,308.1198825,310.6198825,1.0
150,310.6198825,313.1198825,2.0
150,313.1198825,315.6198825,2.0
150,315.6198825,318.1198825,2.0
150,318.1198825,320.6198825,1.0
150,320.6198825,323.1198825,1.0
150,323.1198825,325.6198825,1.0
150,325.6198825,328.1198825,1.0
150,328.1198825,330.6198825,1.0
150,330.6198825,333.1198825,1.0
150,333.1198825,335.6198825,1.0
150,335.6198825,338.1198825,1.0
150,338.1198825,340.6198825,2.0
150,340.6198825,343.1198825,1.0
150,343.1198825,345.6198825,1.0
150,345.6198825,347.7007002,1.0
151,0,227.0093067,0.0
151,227.0093067,228.1731724,1.0
151,228.1731724,230.6731724,1.0
151,230.6731724,233.1731724,1.0
151,233.1731724,235.6731724,1.0
151,235.6731724,238.1731724,1.0
151,238.1731724,240.6731724,1.0
151,240.6731724,243.1731724,1.0
151,243.1731724,245.6731724,1.0
151,245.6731724,248.1731724,1.0
151,248.1731724,250.6731724,1.0
151,250.6731724,253.1731724,1.0
151,253.1731724,255.6731724,1.0
151,255.6731724,258.1731724,1.0
151,258.1731724,260.6731724,1.0
151,260.6731724,263.1731724,1.0
151,263.1731724,265.6731724,1.0
151,265.6731724,268.1731724,1.0
151,268.1731724,270.6731724,1.0
151,270.6731724,273.1731724,1.0
151,273.1731724,275.6731724,1.0
151,275.6731724,278.1731724,1.0
151,278.1731724,280.6731724,1.0
151,280.6731724,283.1731724,1.0
151,283.1731724,285.6731724,1.0
151,285.6731724,288.1731724,2.0
151,288.1731724,290.6731724,2.0
151,290.6731724,293.1731724,2.0
151,293.1731724,295.6731724,2.0
151,295.6731724,298.1731724,2.0
151,298.1731724,300.6731724,2.0
151,300.6731724,303.1731724,1.0
151,303.1731724,305.6731724,1.0
151,305.6731724,308.1731724,1.0
151,308.1731724,310.6731724,1.0
151,310.6731724,313.1731724,1.0
151,313.1731724,315.6731724,1.0
151,315.6731724,318.1731724,1.0
151,318.1731724,320.6731724,1.0
151,320.6731724,323.1731724,1.0
151,323.1731724,325.6731724,1.0
151,325.6731724,328.1731724,1.0
151,328.1731724,330.6731724,1.0
151,330.6731724,333.1731724,1.0
151,333.1731724,335.6731724,1.0
151,335.6731724,338.1731724,1.0
151,338.1731724,340.6731724,1.0
151,340.6731724,341.3571506,2.0
152,0,173.1981433,0.0
152,173.1981433,174.3994539,2.0
152,174.3994539,176.8994539,2.0
152,176.8994539,179.3994539,1.0
152,179.3994539,181.8994539,2.0
152,181.8994539,184.3994539,2.0
152,184.3994539,186.8994539,2.0
152,186.8994539,189.3994539,3.0
152,189.3994539,191.8994539,2.0
152,191.8994539,194.3994539,2.0
152,194.3994539,196.8994539,1.0
152,196.8994539,199.3994539,1.0
152,199.3994539,201.8994539,2.0
152,201.8994539,204.3994539,1.0
152,204.3994539,206.8994539,1.0
152,206.8994539,209.3994539,1.0
152,209.3994539,211.8994539,1.0
152,211.8994539,214.3994539,1.0
152,214.3994539,216.8994539,1.0
152,216.8994539,219.3994539,1.0
152,219.3994539,221.8994539,1.0
152,221.8994539,224.3994539,1.0
152,224.3994539,226.8994539,1.0
152,226.8994539,229.3994539,1.0
152,229.3994539,231.8994539,1.0
152,231.8994539,234.3994539,1.0
152,234.3994539,236.8994539,1.0
152,236.8994539,239.3994539,1.0
152,239.3994539,241.8994539,1.0
152,241.8994539,244.3994539,1.0
152,244.3994539,246.8994539,1.0
152,246.8994539,249.3994539,1.0
152,249.3994539,251.8994539,1.0
152,251.8994539,254.3994539,1.0
152,254.3994539,256.8994539,1.0
152,256.8994539,259.3994539,1.0
152,259.3994539,261.8994539,1.0
