BHID,FROM,TO,ROCK
107,190.633352,193.133352,1.0
107,193.133352,195.633352,1.0
107,195.633352,198.133352,1.0
107,198.133352,200.633352,2.0
107,200.633352,202.8074189,1.0
108,0,64.66106906,0.0
108,64.66106906,64.87165242,1.0
108,64.87165242,67.37165242,1.0
108,67.37165242,69.87165242,1.0
108,69.87165242,72.37165242,1.0
108,72.37165242,74.87165242,1.0
108,74.87165242,77.37165242,1.0
108,77.37165242,79.87165242,1.0
108,79.87165242,82.37165242,1.0
108,82.37165242,84.87165242,1.0
108,84.87165242,87.37165242,1.0
108,87.37165242,89.87165242,1.0
108,89.87165242,92.37165242,1.0
108,92.37165242,94.87165242,1.0
108,94.87165242,97.37165242,1.0
108,97.37165242,99.87165242,1.0
108,99.87165242,102.3716524,1.0
108,102.3716524,104.8716524,1.0
108,104.8716524,107.3716524,1.0
108,107.3716524,109.8716524,1.0
108,109.8716524,112.3716524,1.0
108,112.3716524,114.8716524,1.0
108,114.8716524,117.3716524,1.0
108,117.3716524,119.8716524,1.0
108,119.8716524,122.3716524,1.0
108,122.3716524,124.8716524,1.0
108,124.8716524,127.3716524,1.0
108,127.3716524,129.8716524,1.0
108,129.8716524,132.3716524,1.0
108,132.3716524,134.8716524,1.0
108,134.8716524,137.3716524,1.0
108,137.3716524,139.8716524,1.0
108,139.8716524,142.3716524,1.0
108,142.3716524,144.8716524,1.0
108,144.8716524,147.3716524,1.0
108,147.3716524,149.8716524,2.0
108,149.8716524,152.3716524,1.0
108,152.3716524,154.8716524,2.0
108,154.8716524,157.3716524,2.0
108,157.3716524,159.8716524,2.0
108,159.8716524,162.3716524,2.0
108,162.3716524,164.8716524,2.0
108,164.8716524,167.3716524,2.0
108,167.3716524,169.8716524,2.0
108,169.8716524,172.1111546,3.0
109,0,83.78042783,0.0
109,83.78042783,85.42244603,1.0
109,85.42244603,87.92244603,1.0
109,87.92244603,90.42244603,1.0
109,90.42244603,92.92244603,1.0
109,92.92244603,95.42244603,1.0
109,95.42244603,97.92244603,1.0
109,97.92244603,100.422446,1.0
109,100.422446,102.922446,1.0
109,102.922446,105.422446,1.0
109,105.422446,107.922446,1.0
109,107.922446,110.422446,1.0
109,110.422446,112.922446,1.0
109,112.922446,115.422446,1.0
109,115.422446,117.922446,1.0
109,117.922446,120.422446,1.0
109,120.422446,122.922446,1.0
109,122.922446,125.422446,1.0
109,125.422446,127.922446,1.0
109,127.922446,130.422446,1.0
109,130.422446,132.922446,1.0
109,132.922446,135.422446,1.0
109,135.422446,137.922446,1.0
109,137.922446,140.422446,1.0
109,140.422446,142.922446,1.0
109,142.922446,144.8917074,1.0
110,0,118.0344301,0.0
110,118.0344301,118.5140565,2.0
110,118.5140565,121.0140565,1.0
110,121.0140565,123.5140565,1.0
110,123.5140565,126.0140565,1.0
110,126.0140565,128.5140565,2.0
110,128.5140565,131.0140565,1.0
110,131.0140565,133.5140565,1.0
110,133.5140565,136.0140565,1.0
110,136.0140565,138.5140565,2.0
110,138.5140565,141.0140565,2.0
110,141.0140565,143.5140565,2.0
110,143.5140565,146.0140565,2.0
110,146.0140565,148.5140565,2.0
110,148.5140565,151.0140565,1.0
110,151.0140565,153.5140565,1.0
110,153.5140565,156.0140565,1.0
110,156.0140565,158.5140565,1.0
110,158.5140565,161.0140565,1.0
110,161.0140565,163.5140565,1.0
110,163.5140565,166.0140565,2.0
110,166.0140565,168.5140565,2.0
110,168.5140565,171.0140565,2.0
110,171.0140565,173.5140565,2.0
110,173.5140565,176.0140565,1.0
110,176.0140565,178.5140565,1.0
110,178.5140565,181.0140565,1.0
110,181.0140565,183.5140565,1.0
110,183.5140565,186.0140565,1.0
110,186.0140565,188.5140565,1.0
110,188.5140565,191.0140565,1.0
110,191.0140565,193.5140565,1.0
110,193.5140565,196.0140565,1.0
110,196.0140565,198.5140565,1.0
110,198.5140565,201.0140565,1.0
110,201.0140565,203.5140565,1.0
110,203.5140565,206.0140565,2.0
110,206.0140565,208.5140565,2.0
110,208.5140565,211.0140565,1.0
110,211.0140565,213.5140565,1.0
110,213.5140565,216.0140565,2.0
110,216.0140565,218.5140565,2.0
110,218.5140565,221.0140565,3.0
110,221.0140565,223.5140565,2.0
110,223.5140565,226.0140565,2.0
110,226.0140565,228.5140565,2.0
110,228.5140565,231.0140565,2.0
110,231.0140565,233.5140565,1.0
110,233.5140565,236.0140565,1.0
110,236.0140565,236.1144578,1.0
111,0,120.6008181,0.0
111,120.6008181,122.6976419,2.0
111,122.6976419,125.1976419,2.0
111,125.1976419,127.6976419,2.0
111,127.6976419,130.1976419,2.0
111,130.1976419,132.6976419,2.0
111,132.6976419,135.1976419,2.0
111,135.1976419,137.6976419,2.0
111,137.6976419,140.1976419,1.0
111,140.1976419,142.6976419,1.0
111,142.6976419,145.1976419,1.0
111,145.1976419,147.6976419,1.0
111,147.6976419,150.1976419,1.0
111,150.1976419,152.6976419,1.0
111,152.6976419,155.1976419,1.0
111,155.1976419,157.6976419,1.0
111,157.6976419,160.1976419,1.0
111,160.1976419,162.6976419,1.0
111,162.6976419,165.1976419,1.0
111,165.1976419,167.6976419,1.0
111,167.6976419,170.1976419,1.0
111,170.1976419,172.6976419,1.0
111,172.6976419,175.1976419,1.0
111,175.1976419,177.6976419,1.0
111,177.6976419,180.1976419,1.0
111,180.1976419,182.6976419,1.0
111,182.6976419,185.1976419,1.0
111,185.1976419,187.6976419,1.0
111,187.6976419,190.1976419,1.0
111,190.1976419,192.6976419,1.0
111,192.6976419,195.1976419,1.0
111,195.1976419,197.6976419,1.0
111,197.6976419,200.1976419,1.0
111,200.1976419,202.6976419,1.0
111,202.6976419,205.1976419,1.0
111,205.1976419,207.6976419,1.0
111,207.6976419,210.1976419,2.0
111,210.1976419,212.6976419,2.0
111,212.6976419,215.1976419,2.0
111,215.1976419,217.6976419,2.0
111,217.6976419,220.1976419,2.0
111,220.1976419,222.6976419,2.0
111,222.6976419,225.1976419,2.0
111,225.1976419,227.6976419,3.0
111,227.6976419,230.1976419,3.0
111,230.1976419,232.6976419,2.0
111,232.6976419,235.1976419,2.0
111,235.1976419,237.6976419,2.0
111,237.6976419,240.1976419,2.0
111,240.1976419,242.6976419,2.0
111,242.6976419,245.1976419,2.0
111,245.1976419,247.696975,2.0
112,0,128.402549,0.0
112,128.402549,130.3094908,2.0
112,130.3094908,132.8094908,2.0
112,132.8094908,135.3094908,2.0
112,135.3094908,137.8094908,2.0
112,137.8094908,140.3094908,2.0
112,140.3094908,142.8094908,2.0
112,142.8094908,145.3094908,1.0
112,145.3094908,147.8094908,1.0
112,147.8094908,150.3094908,1.0
112,150.3094908,152.8094908,1.0
112,152.8094908,155.3094908,1.0
112,155.3094908,157.8094908,1.0
112,157.8094908,160.3094908,1.0
112,160.3094908,162.8094908,1.0
112,162.8094908,165.3094908,1.0
112,165.3094908,167.8094908,1.0
112,167.8094908,170.3094908,1.0
112,170.3094908,172.8094908,1.0
112,172.8094908,175.3094908,1.0
112,175.3094908,177.8094908,1.0
112,177.8094908,180.3094908,1.0
112,180.3094908,182.8094908,1.0
112,182.8094908,185.3094908,1.0
112,185.3094908,187.8094908,1.0
112,187.8094908,190.3094908,1.0
112,190.3094908,192.8094908,1.0
112,192.8094908,195.3094908,1.0
112,195.3094908,197.8094908,1.0
112,197.8094908,200.3094908,1.0
112,200.3094908,202.8094908,1.0
112,202.8094908,205.3094908,1.0
112,205.3094908,207.8094908,1.0
112,207.8094908,210.3094908,1.0
112,210.3094908,212.8094908,1.0
112,212.8094908,215.3094908,1.0
112,215.3094908,217.8094908,1.0
112,217.8094908,220.3094908,1.0
112,220.3094908,222.8094908,1.0
112,222.8094908,225.3094908,1.0
112,225.3094908,227.8094908,1.0
112,227.8094908,230.3094908,1.0
112,230.3094908,232.8094908,1.0
112,232.8094908,235.3094908,1.0
112,235.3094908,237.8094908,1.0
112,237.8094908,240.3094908,1.0
112,240.3094908,242.8094908,1.0
112,242.8094908,245.3094908,2.0
112,245.3094908,247.8094908,1.0
112,247.8094908,250.3094908,1.0
112,250.3094908,252.8094908,1.0
112,252.8094908,253.394333,1.0
113,0,123.772292,0.0
113,123.772292,125.4246671,1.0
113,125.4246671,127.9246671,1.0
113,127.9246671,130.4246671,1.0
113,130.4246671,132.9246671,1.0
113,132.9246671,135.4246671,1.0
113,135.4246671,137.9246671,1.0
113,137.9246671,140.4246671,1.0
113,140.4246671,142.9246671,1.0
113,142.9246671,145.4246671,1.0
113,145.4246671,147.9246671,1.0
113,147.9246671,150.4246671,1.0
113,150.4246671,152.9246671,1.0
113,152.9246671,155.4246671,1.0
113,155.4246671,157.9246671,1.0
113,157.9246671,160.4246671,1.0
113,160.4246671,162.9246671,1.0
113,162.9246671,165.4246671,1.0
113,165.4246671,167.9246671,1.0
113,167.9246671,170.4246671,1.0
113,170.4246671,172.9246671,1.0
113,172.9246671,175.4246671,1.0
113,175.4246671,177.9246671,1.0
113,177.9246671,180.4246671,1.0
113,180.4246671,182.9246671,1.0
113,182.9246671,185.4246671,1.0
113,185.4246671,187.9246671,1.0
113,187.9246671,190.4246671,1.0
113,190.4246671,192.9246671,1.0
113,192.9246671,195.4246671,1.0
113,195.4246671,197.9246671,1.0
113,197.9246671,200.4246671,1.0
113,200.4246671,202.9246671,1.0
113,202.9246671,205.4246671,1.0
113,205.4246671,207.9246671,1.0
113,207.9246671,210.4246671,1.0
113,210.4246671,212.9246671,1.0
113,212.9246671,215.4246671,1.0
113,215.4246671,217.9246671,1.0
113,217.9246671,220.4246671,1.0
113,220.4246671,222.9246671,1.0
113,222.9246671,225.4246671,1.0
113,225.4246671,227.9246671,1.0
113,227.9246671,230.4246671,1.0
113,230.4246671,232.9246671,1.0
113,232.9246671,234.5001209,1.0
114,0,114.9517735,0.0
114,114.9517735,115.8129136,1.0
114,115.8129136,118.3129136,1.0
114,118.3129136,120.8129136,1.0
114,120.8129136,123.3129136,1.0
114,123.3129136,125.8129136,1.0
114,125.8129136,128.3129136,1.0
114,128.3129136,130.8129136,1.0
114,130.8129136,133.3129136,1.0
114,133.3129136,135.8129136,1.0
114,135.8129136,138.3129136,2.0
114,138.3129136,140.8129136,1.0
114,140.8129136,143.3129136,2.0
114,143.3129136,145.8129136,2.0
114,145.8129136,148.3129136,2.0
114,148.3129136,150.8129136,2.0
114,150.8129136,153.3129136,2.0
114,153.3129136,155.8129136,2.0
114,155.8129136,158.3129136,2.0
114,158.3129136,160.8129136,1.0
114,160.8129136,163.3129136,1.0
114,163.3129136,165.8129136,1.0
114,165.8129136,168.3129136,1.0
114,168.3129136,170.8129136,1.0
114,170.8129136,173.3129136,1.0
114,173.3129136,175.8129136,1.0
114,175.8129136,178.3129136,1.0
114,178.3129136,180.8129136,1.0
114,180.8129136,183.3129136,1.0
114,183.3129136,185.8129136,1.0
114,185.8129136,188.3129136,1.0
114,188.3129136,190.8129136,1.0
114,190.8129136,193.3129136,1.0
114,193.3129136,195.8129136,1.0
114,195.8129136,198.3129136,1.0
114,198.3129136,200.8129136,1.0
114,200.8129136,203.3129136,1.0
114,203.3129136,205.8129136,1.0
114,205.8129136,208.3129136,1.0
114,208.3129136,210.8129136,1.0
114,210.8129136,213.3129136,1.0
114,213.3129136,215.8129136,1.0
114,215.8129136,218.3129136,1.0
114,218.3129136,219.7344621,1.0
115,0,86.59884085,0.0
115,86.59884085,88.03362659,2.0
115,88.03362659,90.53362659,2.0
115,90.53362659,93.03362659,2.0
115,93.03362659,95.53362659,2.0
115,95.53362659,98.03362659,2.0
115,98.03362659,100.5336266,1.0
115,100.5336266,103.0336266,1.0
115,103.0336266,105.5336266,1.0
115,105.5336266,108.0336266,1.0
115,108.0336266,110.5336266,2.0
115,110.5336266,113.0336266,2.0
115,113.0336266,115.5336266,1.0
115,115.5336266,118.0336266,1.0
115,118.0336266,120.5336266,1.0
115,120.5336266,123.0336266,1.0
115,123.0336266,125.5336266,1.0
115,125.5336266,128.0336266,1.0
115,128.0336266,130.5336266,1.0
115,130.5336266,133.0336266,2.0
115,133.0336266,135.5336266,1.0
115,135.5336266,138.0336266,1.0
115,138.0336266,140.5336266,1.0
115,140.5336266,143.0336266,1.0
115,143.0336266,145.5336266,1.0
115,145.5336266,148.0336266,1.0
115,148.0336266,150.5336266,1.0
115,150.5336266,153.0336266,1.0
115,153.0336266,155.5336266,1.0
115,155.5336266,158.0336266,1.0
115,158.0336266,160.5336266,2.0
115,160.5336266,163.0336266,2.0
115,163.0336266,165.5336266,2.0
115,165.5336266,168.0336266,3.0
115,168.0336266,170.5336266,3.0
115,170.5336266,173.0336266,3.0
115,173.0336266,175.5336266,2.0
115,175.5336266,178.0336266,2.0
115,178.0336266,180.5336266,2.0
115,180.5336266,183.0336266,1.0
115,183.0336266,185.5336266,1.0
115,185.5336266,188.0336266,1.0
115,188.0336266,190.5336266,1.0
115,190.5336266,193.0336266,1.0
115,193.0336266,195.5336266,1.0
115,195.5336266,198.0336266,1.0
115,198.0336266,200.5336266,1.0
115,200.5336266,203.0336266,1.0
115,203.0336266,205.5336266,1.0
115,205.5336266,208.0336266,1.0
115,208.0336266,210.5336266,1.0
115,210.5336266,213.0336266,1.0
115,213.0336266,215.5336266,1.0
115,215.5336266,218.0336266,1.0
115,218.0336266,220.5336266,1.0
115,220.5336266,223.0336266,1.0
115,223.0336266,225.5336266,1.0
115,225.5336266,226.8521942,1.0
116,0,52.42243067,0.0
116,52.42243067,52.46480117,1.0
116,52.46480117,54.96480117,1.0
116,54.96480117,57.46480117,1.0
116,57.46480117,59.96480117,1.0
116,59.96480117,62.46480117,1.0
116,62.46480117,64.96480117,1.0
116,64.96480117,67.46480117,1.0
116,67.46480117,69.96480117,1.0
116,69.96480117,72.46480117,1.0
116,72.46480117,74.96480117,1.0
116,74.96480117,77.46480117,1.0
116,77.46480117,79.96480117,1.0
116,79.96480117,82.46480117,1.0
116,82.46480117,84.96480117,1.0
116,84.96480117,87.46480117,1.0
116,87.46480117,89.96480117,1.0
116,89.96480117,92.46480117,1.0
116,92.46480117,94.96480117,1.0
116,94.96480117,97.46480117,1.0
116,97.46480117,99.96480117,1.0
116,99.96480117,102.4648012,1.0
116,102.4648012,104.9648012,1.0
116,104.9648012,107.4648012,1.0
116,107.4648012,109.9648012,1.0
116,109.9648012,112.4648012,1.0
116,112.4648012,114.9648012,1.0
116,114.9648012,117.4648012,1.0
116,117.4648012,119.9648012,1.0
116,119.9648012,122.4648012,1.0
116,122.4648012,124.9648012,1.0
116,124.9648012,127.4648012,1.0
116,127.4648012,129.9648012,1.0
116,129.9648012,132.4648012,1.0
116,132.4648012,134.9648012,1.0
116,134.9648012,137.4648012,1.0
116,137.4648012,139.9648012,1.0
116,139.9648012,142.4648012,2.0
116,142.4648012,144.9648012,2.0
116,144.9648012,147.4648012,1.0
116,147.4648012,149.9648012,1.0
116,149.9648012,152.4648012,2.0
116,152.4648012,154.9648012,1.0
116,154.9648012,157.4648012,1.0
116,157.4648012,159.9648012,2.0
116,159.9648012,162.4648012,2.0
116,162.4648012,164.9648012,1.0
116,164.9648012,167.4648012,1.0
116,167.4648012,169.9648012,1.0
116,169.9648012,172.4648012,1.0
116,172.4648012,174.9648012,1.0
116,174.9648012,177.4648012,1.0
116,177.4648012,179.9648012,1.0
116,179.9648012,182.4648012,1.0
116,182.4648012,184.9648012,1.0
116,184.9648012,187.4648012,1.0
116,187.4648012,189.9648012,1.0
116,189.9648012,192.4648012,1.0
116,192.4648012,194.9648012,1.0
116,194.9648012,197.4648012,1.0
116,197.4648012,199.9648012,1.0
116,199.9648012,202.4648012,1.0
116,202.4648012,204.9648012,1.0
116,204.9648012,207.4648012,1.0
116,207.4648012,209.9648012,1.0
116,209.9648012,212.4648012,2.0
116,212.4648012,214.9648012,2.0
116,214.9648012,217.4648012,2.0
116,217.4648012,219.9648012,1.0
116,219.9648012,222.4648012,1.0
116,222.4648012,224.9648012,2.0
116,224.9648012,227.4648012,2.0
116,227.4648012,229.9648012,1.0
116,229.9648012,232.4648012,2.0
116,232.4648012,234.5811815,1.0
117,0,64.38908883,0.0
117,64.38908883,64.79205864,1.0
117,64.79205864,67.29205864,1.0
117,67.29205864,69.79205864,1.0
117,69.79205864,72.29205864,1.0
117,72.29205864,74.79205864,1.0
117,74.79205864,77.29205864,1.0
117,77.29205864,79.79205864,1.0
117,79.79205864,82.29205864,1.0
117,82.29205864,84.79205864,1.0
117,84.79205864,87.29205864,1.0
117,87.29205864,89.79205864,1.0
117,89.79205864,92.29205864,1.0
117,92.29205864,94.79205864,1.0
117,94.79205864,97.29205864,1.0
117,97.29205864,99.79205864,1.0
117,99.79205864,102.2920586,1.0
117,102.2920586,104.7920586,1.0
117,104.7920586,107.2920586,1.0
117,107.2920586,109.7920586,1.0
117,109.7920586,112.2920586,1.0
117,112.2920586,114.7920586,1.0
117,114.7920586,117.2920586,1.0
117,117.2920586,119.7920586,1.0
117,119.7920586,122.2920586,1.0
117,122.2920586,124.7920586,1.0
117,124.7920586,127.2920586,1.0
117,127.2920586,129.7920586,1.0
117,129.7920586,132.2920586,1.0
117,132.2920586,134.7920586,1.0
117,134.7920586,137.2920586,1.0
117,137.2920586,139.7920586,1.0
117,139.7920586,142.2920586,1.0
117,142.2920586,144.7920586,1.0
117,144.7920586,147.2920586,1.0
117,147.2920586,149.7920586,1.0
117,149.7920586,152.2920586,1.0
117,152.2920586,154.7920586,1.0
117,154.7920586,157.2920586,1.0
117,157.2920586,159.7920586,1.0
117,159.7920586,162.2920586,1.0
