dhid;midx;midy;midz;length;from;to;geocod;cu
SM-001;10381;11143;4105.5;10;0;10;1;0
SM-001;10381;11143;4095.5;10;10;20;1;0
SM-001;10381;11143;4085.5;10;20;30;1;0
SM-001;10381;11143;4075.5;10;30;40;1;0
SM-001;10381;11143;4065.5;10;40;50;1;0
SM-001;10381;11143;4055.5;10;50;60;1;0
SM-001;10381;11143;4045.5;10;60;70;1;0
SM-001;10381;11143;4035.5;10;70;80;1;0
SM-001;10381;11143;4025.5;10;80;90;1;0
SM-001;10381;11143;4015.5;10;90;100;1;0
SM-001;10381;11143;4005.5;10;100;110;1;0
SM-001;10381;11143;3995.5;10;110;120;1;0
SM-001;10381;11143;3985.5;10;120;130;1;0
SM-001;10381;11143;3975.5;10;130;140;1;0.012
SM-001;10381;11143;3965.5;10;140;150;1;0.013
SM-001;10381;11143;3959.3;2.4;150;152.4;1;0
SM-002;10533.4;11143;4107.4;10;0;10;1;0
SM-002;10533.4;11143;4097.4;10;10;20;1;0
SM-002;10533.4;11143;4087.4;10;20;30;1;0
SM-002;10533.4;11143;4077.4;10;30;40;1;0
SM-002;10533.4;11143;4067.4;10;40;50;1;0.001
SM-002;10533.4;11143;4057.4;10;50;60;1;0.005
SM-002;10533.4;11143;4047.4;10;60;70;1;0
SM-002;10533.4;11143;4037.4;10;70;80;1;0
SM-002;10533.4;11143;4027.4;10;80;90;1;0.009
SM-002;10533.4;11143;4017.4;10;90;100;1;0.014
SM-002;10533.4;11143;4007.4;10;100;110;1;0.026
SM-002;10533.4;11143;3997.4;10;110;120;1;0.014
SM-002;10533.4;11143;3987.4;10;120;130;1;0.012
SM-002;10533.4;11143;3980.35;4.1;130;134.1;1;0.01
SM-003;10685.8;11143;4109.3;10;0;10;1;0
SM-003;10685.8;11143;4099.3;10;10;20;1;0
SM-003;10685.8;11143;4089.3;10;20;30;1;0
SM-003;10685.8;11143;4079.3;10;30;40;1;0.019
SM-003;10685.8;11143;4069.3;10;40;50;1;0.005
SM-003;10685.8;11143;4059.3;10;50;60;1;0
SM-003;10685.8;11143;4049.3;10;60;70;1;0.006
SM-003;10685.8;11143;4039.3;10;70;80;1;0.014
SM-003;10685.8;11143;4029.3;10;80;90;1;0.025
SM-003;10685.8;11143;4019.3;10;90;100;1;0.035
SM-003;10685.8;11143;4009.3;10;100;110;1;0.012
SM-003;10685.8;11143;3999.3;10;110;120;1;0.036
SM-003;10685.8;11143;3989.3;10;120;130;1;0.02
SM-003;10685.8;11143;3979.3;10;130;140;1;0.046
SM-003;10685.8;11143;3969.3;10;140;150;1;0.027
SM-003;10685.8;11143;3959.3;10;150;160;1;0.047
SM-003;10685.8;11143;3949.3;10;160;170;1;0.051
SM-003;10685.8;11143;3939.3;10;170;180;1;0.063
SM-003;10685.8;11143;3932.85;2.9;180;182.9;1;0.07
SM-004;10838.2;11143;4114;10;0;10;1;0
SM-004;10838.2;11143;4104;10;10;20;1;0
SM-004;10838.2;11143;4094;10;20;30;1;0
SM-004;10838.2;11143;4084;10;30;40;1;0.007
SM-004;10838.2;11143;4074;10;40;50;1;0.018
SM-004;10838.2;11143;4064;10;50;60;1;0
SM-004;10838.2;11143;4054;10;60;70;1;0.003
SM-004;10838.2;11143;4044;10;70;80;1;0.016
SM-004;10838.2;11143;4034;10;80;90;1;0.005
SM-004;10838.2;11143;4024;10;90;100;1;0.028
SM-004;10838.2;11143;4014;10;100;110;1;0.021
SM-004;10838.2;11143;4004;10;110;120;1;0.034
SM-004;10838.2;11143;3994;10;120;130;1;0.028
SM-004;10838.2;11143;3984;10;130;140;1;0.034
SM-004;10838.2;11143;3974;10;140;150;1;0.018
SM-004;10838.2;11143;3964.75;8.5;150;158.5;1;0.037
SM-005;10990.6;11143;4118.4;10;0;10;1;0
SM-005;10990.6;11143;4108.4;10;10;20;1;0
SM-005;10990.6;11143;4098.4;10;20;30;1;0
SM-005;10990.6;11143;4088.4;10;30;40;1;0
SM-005;10990.6;11143;4078.4;10;40;50;1;0
SM-005;10990.6;11143;4068.4;10;50;60;1;0
SM-005;10990.6;11143;4058.4;10;60;70;1;0.003
SM-005;10990.6;11143;4048.4;10;70;80;1;0.003
SM-005;10990.6;11143;4038.4;10;80;90;1;0
SM-005;10990.6;11143;4028.4;10;90;100;1;0
SM-005;10990.6;11143;4018.4;10;100;110;1;0
SM-005;10990.6;11143;4008.4;10;110;120;1;0
SM-005;10990.6;11143;3998.4;10;120;130;1;0.018
SM-005;10990.6;11143;3988.4;10;130;140;1;0.006
SM-005;10990.6;11143;3978.4;10;140;150;1;0.015
SM-005;10990.6;11143;3968.4;10;150;160;1;0.013
SM-005;10990.6;11143;3958.4;10;160;170;1;0.009
SM-005;10990.6;11143;3953.05;0.7;170;170.7;1;0
SM-006;11143;11143;4124.5;10;0;10;1;0
SM-006;11143;11143;4114.5;10;10;20;1;0
SM-006;11143;11143;4104.5;10;20;30;1;0
SM-006;11143;11143;4094.5;10;30;40;1;0
SM-006;11143;11143;4084.5;10;40;50;1;0
SM-006;11143;11143;4074.5;10;50;60;1;0
SM-006;11143;11143;4064.5;10;60;70;1;0
SM-006;11143;11143;4054.5;10;70;80;1;0
SM-006;11143;11143;4044.5;10;80;90;1;0
SM-006;11143;11143;4034.5;10;90;100;1;0
SM-006;11143;11143;4024.5;10;100;110;1;0
SM-006;11143;11143;4014.5;10;110;120;1;0
SM-006;11143;11143;4004.5;10;120;130;1;0.006
SM-006;11143;11143;3994.5;10;130;140;1;0
SM-006;11143;11143;3984.5;10;140;150;1;0
SM-006;11143;11143;3974.5;10;150;160;1;0
SM-006;11143;11143;3964.5;10;160;170;1;0
SM-006;11143;11143;3954.5;10;170;180;1;0.019
SM-006;11143;11143;3944.5;10;180;190;1;0.007
SM-006;11143;11143;3934.5;10;190;200;1;0.02
SM-006;11143;11143;3924.5;10;200;210;1;0.015
SM-006;11143;11143;3917.8;3.4;210;213.4;1;0.02
SM-007;10381;10990.6;4090.8;10;0;10;0;0
SM-007;10381;10990.6;4080.8;10;10;20;0;0
SM-007;10381;10990.6;4070.8;10;20;30;0;0
SM-007;10381;10990.6;4060.8;10;30;40;0;0
SM-007;10381;10990.6;4050.8;10;40;50;0;0.007
SM-007;10381;10990.6;4040.8;10;50;60;0;0.005
SM-007;10381;10990.6;4030.8;10;60;70;0;0.006
SM-007;10381;10990.6;4020.8;10;70;80;0;0.012
SM-007;10381;10990.6;4010.8;10;80;90;0;0.009
SM-007;10381;10990.6;4000.8;10;90;100;0;0.023
SM-007;10381;10990.6;3990.8;10;100;110;0;0.023
SM-007;10381;10990.6;3980.8;10;110;120;0;0.008
SM-007;10381;10990.6;3974.85;1.9;120;121.9;0;0.02
SM-007;10381;10990.6;3968.9;10;121.9;131.9;1;0.03
SM-007;10381;10990.6;3958.9;10;131.9;141.9;1;0.019
SM-007;10381;10990.6;3948.9;10;141.9;151.9;1;0.046
SM-007;10381;10990.6;3938.9;10;151.9;161.9;1;0.015
SM-007;10381;10990.6;3928.9;10;161.9;171.9;1;0.013
SM-007;10381;10990.6;3918.9;10;171.9;181.9;1;0.015
SM-007;10381;10990.6;3908.9;10;181.9;191.9;1;0.032
SM-007;10381;10990.6;3898.9;10;191.9;201.9;1;0.054
SM-007;10381;10990.6;3888.9;10;201.9;211.9;1;0.046
SM-007;10381;10990.6;3878.9;10;211.9;221.9;1;0.041
SM-007;10381;10990.6;3872.05;3.7;221.9;225.6;1;0.05
SM-008;10533.4;10990.6;4094.6;10;0;10;0;0
SM-008;10533.4;10990.6;4084.6;10;10;20;0;0
SM-008;10533.4;10990.6;4074.6;10;20;30;0;0.129
SM-008;10533.4;10990.6;4064.6;10;30;40;0;0.239
SM-008;10533.4;10990.6;4054.6;10;40;50;0;0.252
SM-008;10533.4;10990.6;4044.6;10;50;60;0;0.28
SM-008;10533.4;10990.6;4034.6;10;60;70;0;0.255
SM-008;10533.4;10990.6;4024.6;10;70;80;0;0.26
SM-008;10533.4;10990.6;4014.6;10;80;90;0;0.26
SM-008;10533.4;10990.6;4004.6;10;90;100;0;0.28
SM-008;10533.4;10990.6;3994.6;10;100;110;0;0.284
SM-008;10533.4;10990.6;3984.6;10;110;120;0;0.293
SM-008;10533.4;10990.6;3974.6;10;120;130;0;0.294
SM-008;10533.4;10990.6;3964.6;10;130;140;0;0.302
SM-008;10533.4;10990.6;3954.6;10;140;150;0;0.281
SM-008;10533.4;10990.6;3944.6;10;150;160;0;0.31
SM-008;10533.4;10990.6;3934.6;10;160;170;0;0.298
SM-008;10533.4;10990.6;3924.6;10;170;180;0;0.308
SM-008;10533.4;10990.6;3918.15;2.9;180;182.9;0;0.29
SM-008;10533.4;10990.6;3911.7;10;182.9;192.9;1;0.314
SM-008;10533.4;10990.6;3901.7;10;192.9;202.9;1;0.317
SM-008;10533.4;10990.6;3891.7;10;202.9;212.9;1;0.318
SM-008;10533.4;10990.6;3881.7;10;212.9;222.9;1;0.322
SM-008;10533.4;10990.6;3871.7;10;222.9;232.9;1;0.327
SM-008;10533.4;10990.6;3861.7;10;232.9;242.9;1;0.35
SM-008;10533.4;10990.6;3851.7;10;242.9;252.9;1;0.329
SM-008;10533.4;10990.6;3841.7;10;252.9;262.9;1;0.335
SM-008;10533.4;10990.6;3831.7;10;262.9;272.9;1;0.331
SM-008;10533.4;10990.6;3821.7;10;272.9;282.9;1;0.333
SM-008;10533.4;10990.6;3811.7;10;282.9;292.9;1;0.354
SM-008;10533.4;10990.6;3801.7;10;292.9;302.9;1;0.326
SM-008;10533.4;10990.6;3791.7;10;302.9;312.9;1;0.352
SM-008;10533.4;10990.6;3781.7;10;312.9;322.9;1;0.36
SM-008;10533.4;10990.6;3771.7;10;322.9;332.9;1;0.355
SM-008;10533.4;10990.6;3761.7;10;332.9;342.9;1;0.366
SM-008;10533.4;10990.6;3751.7;10;342.9;352.9;1;0.354
SM-008;10533.4;10990.6;3741.7;10;352.9;362.9;1;0.35
SM-008;10533.4;10990.6;3731.7;10;362.9;372.9;1;0.356
SM-008;10533.4;10990.6;3721.7;10;372.9;382.9;1;0.355
SM-008;10533.4;10990.6;3711.7;10;382.9;392.9;1;0.387
SM-008;10533.4;10990.6;3701.7;10;392.9;402.9;1;0.372
SM-008;10533.4;10990.6;3691.7;10;402.9;412.9;1;0.382
SM-008;10533.4;10990.6;3681.7;10;412.9;422.9;1;0.381
SM-008;10533.4;10990.6;3671.7;10;422.9;432.9;1;0.377
SM-008;10533.4;10990.6;3661.7;10;432.9;442.9;1;0.406
SM-008;10533.4;10990.6;3655.65;2.1;442.9;445;1;0.4
SM-009;10685.8;10990.6;4101.3;10;0;10;0;0
SM-009;10685.8;10990.6;4091.3;10;10;20;0;0
SM-009;10685.8;10990.6;4081.3;10;20;30;0;0.196
SM-009;10685.8;10990.6;4071.3;10;30;40;0;0.363
SM-009;10685.8;10990.6;4061.3;10;40;50;0;0.365
SM-009;10685.8;10990.6;4051.3;10;50;60;0;0.365
SM-009;10685.8;10990.6;4041.3;10;60;70;0;0.386
SM-009;10685.8;10990.6;4031.3;10;70;80;0;0.386
SM-009;10685.8;10990.6;4021.3;10;80;90;0;0.396
SM-009;10685.8;10990.6;4011.3;10;90;100;0;0.39
SM-009;10685.8;10990.6;4001.3;10;100;110;0;0.389
SM-009;10685.8;10990.6;3991.3;10;110;120;0;0.398
SM-009;10685.8;10990.6;3981.3;10;120;130;0;0.396
SM-009;10685.8;10990.6;3971.3;10;130;140;0;0.406
SM-009;10685.8;10990.6;3961.3;10;140;150;0;0.388
SM-009;10685.8;10990.6;3951.3;10;150;160;0;0.397
SM-009;10685.8;10990.6;3941.3;10;160;170;0;0.415
SM-009;10685.8;10990.6;3931.3;10;170;180;0;0.404
SM-009;10685.8;10990.6;3921.3;10;180;190;0;0.419
SM-009;10685.8;10990.6;3911.3;10;190;200;0;0.42
SM-009;10685.8;10990.6;3901.3;10;200;210;0;0.421
SM-009;10685.8;10990.6;3891.55;9.5;210;219.5;0;0.423
SM-009;10685.8;10990.6;3881.8;10;219.5;229.5;1;0.438
SM-009;10685.8;10990.6;3871.8;10;229.5;239.5;1;0.424
SM-009;10685.8;10990.6;3861.8;10;239.5;249.5;1;0.439
SM-009;10685.8;10990.6;3851.8;10;249.5;259.5;1;0.44
SM-009;10685.8;10990.6;3841.8;10;259.5;269.5;1;0.438
SM-009;10685.8;10990.6;3831.8;10;269.5;279.5;1;0.446
SM-009;10685.8;10990.6;3821.8;10;279.5;289.5;1;0.464
SM-009;10685.8;10990.6;3811.8;10;289.5;299.5;1;0.461
SM-009;10685.8;10990.6;3801.8;10;299.5;309.5;1;0.44
SM-009;10685.8;10990.6;3791.8;10;309.5;319.5;1;0.462
SM-009;10685.8;10990.6;3781.8;10;319.5;329.5;1;0.485
SM-009;10685.8;10990.6;3771.8;10;329.5;339.5;1;0.467
SM-009;10685.8;10990.6;3761.8;10;339.5;349.5;1;0.476
SM-009;10685.8;10990.6;3751.8;10;349.5;359.5;1;0.456
SM-009;10685.8;10990.6;3741.8;10;359.5;369.5;1;0.487
SM-009;10685.8;10990.6;3731.8;10;369.5;379.5;1;0.476
SM-009;10685.8;10990.6;3721.8;10;379.5;389.5;1;0.482
SM-009;10685.8;10990.6;3711.8;10;389.5;399.5;1;0.49
SM-009;10685.8;10990.6;3701.8;10;399.5;409.5;1;0.497
SM-009;10685.8;10990.6;3691.8;10;409.5;419.5;1;0.5
SM-009;10685.8;10990.6;3681.8;10;419.5;429.5;1;0.508
SM-009;10685.8;10990.6;3671.8;10;429.5;439.5;1;0.501
SM-009;10685.8;10990.6;3661.8;10;439.5;449.5;1;0.511
SM-009;10685.8;10990.6;3651.8;10;449.5;459.5;1;0.49
SM-009;10685.8;10990.6;3641.8;10;459.5;469.5;1;0.498
SM-009;10685.8;10990.6;3631.8;10;469.5;479.5;1;0.534
SM-009;10685.8;10990.6;3622.7;8.2;479.5;487.7;1;0.533
SM-010;10838.2;10990.6;4106.7;10;0;10;0;0
SM-010;10838.2;10990.6;4096.7;10;10;20;0;0
SM-010;10838.2;10990.6;4086.7;10;20;30;0;0.19
SM-010;10838.2;10990.6;4076.7;10;30;40;0;0.366
SM-010;10838.2;10990.6;4066.7;10;40;50;0;0.365
SM-010;10838.2;10990.6;4056.7;10;50;60;0;0.37
SM-010;10838.2;10990.6;4046.7;10;60;70;0;0.368
SM-010;10838.2;10990.6;4036.7;10;70;80;0;0.373
SM-010;10838.2;10990.6;4026.7;10;80;90;0;0.37
SM-010;10838.2;10990.6;4016.7;10;90;100;0;0.394
SM-010;10838.2;10990.6;4006.7;10;100;110;0;0.377
SM-010;10838.2;10990.6;3996.7;10;110;120;0;0.394
SM-010;10838.2;10990.6;3986.7;10;120;130;0;0.392
SM-010;10838.2;10990.6;3976.7;10;130;140;0;0.408
SM-010;10838.2;10990.6;3966.7;10;140;150;0;0.403
SM-010;10838.2;10990.6;3956.7;10;150;160;0;0.417
SM-010;10838.2;10990.6;3946.7;10;160;170;0;0.41
SM-010;10838.2;10990.6;3936.7;10;170;180;0;0.432
SM-010;10838.2;10990.6;3926.7;10;180;190;0;0.428
SM-010;10838.2;10990.6;3916.7;10;190;200;0;0.44
SM-010;10838.2;10990.6;3906.7;10;200;210;0;0.408
SM-010;10838.2;10990.6;3896.95;9.5;210;219.5;0;0.429
SM-010;10838.2;10990.6;3887.2;10;219.5;229.5;1;0.42
SM-010;10838.2;10990.6;3877.2;10;229.5;239.5;1;0.438
SM-010;10838.2;10990.6;3867.2;10;239.5;249.5;1;0.427
SM-010;10838.2;10990.6;3857.2;10;249.5;259.5;1;0.448
SM-010;10838.2;10990.6;3847.2;10;259.5;269.5;1;0.454
SM-010;10838.2;10990.6;3837.2;10;269.5;279.5;1;0.446
SM-010;10838.2;10990.6;3827.2;10;279.5;289.5;1;0.442
SM-010;10838.2;10990.6;3817.2;10;289.5;299.5;1;0.448
SM-010;10838.2;10990.6;3807.2;10;299.5;309.5;1;0.451
SM-010;10838.2;10990.6;3797.2;10;309.5;319.5;1;0.454
SM-010;10838.2;10990.6;3787.2;10;319.5;329.5;1;0.458
SM-010;10838.2;10990.6;3777.2;10;329.5;339.5;1;0.48
SM-010;10838.2;10990.6;3767.2;10;339.5;349.5;1;0.456
SM-010;10838.2;10990.6;3757.2;10;349.5;359.5;1;0.474
SM-010;10838.2;10990.6;3747.2;10;359.5;369.5;1;0.472
SM-010;10838.2;10990.6;3737.2;10;369.5;379.5;1;0.491
SM-010;10838.2;10990.6;3727.2;10;379.5;389.5;1;0.489
SM-010;10838.2;10990.6;3717.2;10;389.5;399.5;1;0.471
SM-010;10838.2;10990.6;3707.2;10;399.5;409.5;1;0.499
SM-010;10838.2;10990.6;3697.2;10;409.5;419.5;1;0.505
SM-010;10838.2;10990.6;3687.2;10;419.5;429.5;1;0.488
SM-010;10838.2;10990.6;3677.2;10;429.5;439.5;1;0.5
SM-010;10838.2;10990.6;3667.2;10;439.5;449.5;1;0.509
SM-010;10838.2;10990.6;3657.2;10;449.5;459.5;1;0.499
SM-010;10838.2;10990.6;3647.2;10;459.5;469.5;1;0.51
SM-010;10838.2;10990.6;3637.2;10;469.5;479.5;1;0.516
SM-010;10838.2;10990.6;3627.2;10;479.5;489.5;1;0.5
SM-010;10838.2;10990.6;3617.2;10;489.5;499.5;1;0.52
SM-010;10838.2;10990.6;3607.2;10;499.5;509.5;1;0.531
SM-010;10838.2;10990.6;3600.9;2.6;509.5;512.1;1;0.55
SM-011;10990.6;10990.6;4111.4;10;0;10;0;0
SM-011;10990.6;10990.6;4101.4;10;10;20;0;0
SM-011;10990.6;10990.6;4091.4;10;20;30;0;0.151
SM-011;10990.6;10990.6;4081.4;10;30;40;0;0.254
SM-011;10990.6;10990.6;4071.4;10;40;50;0;0.244
SM-011;10990.6;10990.6;4061.4;10;50;60;0;0.265
SM-011;10990.6;10990.6;4051.4;10;60;70;0;0.257
SM-011;10990.6;10990.6;4041.4;10;70;80;0;0.259
SM-011;10990.6;10990.6;4031.4;10;80;90;0;0.271
SM-011;10990.6;10990.6;4022.65;7.5;90;97.5;0;0.274
SM-011;10990.6;10990.6;4013.9;10;97.5;107.5;1;0.288
SM-011;10990.6;10990.6;4003.9;10;107.5;117.5;1;0.287
SM-011;10990.6;10990.6;3993.9;10;117.5;127.5;1;0.26
SM-011;10990.6;10990.6;3983.9;10;127.5;137.5;1;0.297
SM-011;10990.6;10990.6;3973.9;10;137.5;147.5;1;0.292
SM-011;10990.6;10990.6;3963.9;10;147.5;157.5;1;0.29
SM-011;10990.6;10990.6;3953.9;10;157.5;167.5;1;0.276
SM-011;10990.6;10990.6;3943.9;10;167.5;177.5;1;0.293
SM-011;10990.6;10990.6;3933.9;10;177.5;187.5;1;0.29
SM-011;10990.6;10990.6;3923.9;10;187.5;197.5;1;0.302
SM-011;10990.6;10990.6;3913.9;10;197.5;207.5;1;0.297
SM-011;10990.6;10990.6;3903.9;10;207.5;217.5;1;0.326
SM-011;10990.6;10990.6;3893.9;10;217.5;227.5;1;0.318
SM-011;10990.6;10990.6;3883.9;10;227.5;237.5;1;0.322
SM-011;10990.6;10990.6;3873.9;10;237.5;247.5;1;0.314
SM-011;10990.6;10990.6;3863.9;10;247.5;257.5;1;0.306
SM-011;10990.6;10990.6;3853.9;10;257.5;267.5;1;0.332
SM-011;10990.6;10990.6;3843.9;10;267.5;277.5;1;0.329
SM-011;10990.6;10990.6;3833.9;10;277.5;287.5;1;0.333
SM-011;10990.6;10990.6;3823.9;10;287.5;297.5;1;0.33
SM-011;10990.6;10990.6;3813.9;10;297.5;307.5;1;0.342
SM-011;10990.6;10990.6;3803.9;10;307.5;317.5;1;0.355
SM-011;10990.6;10990.6;3793.9;10;317.5;327.5;1;0.339
SM-011;10990.6;10990.6;3783.9;10;327.5;337.5;1;0.339
SM-011;10990.6;10990.6;3773.9;10;337.5;347.5;1;0.342
SM-011;10990.6;10990.6;3763.9;10;347.5;357.5;1;0.34
SM-011;10990.6;10990.6;3753.9;10;357.5;367.5;1;0.369
SM-011;10990.6;10990.6;3743.9;10;367.5;377.5;1;0.359
SM-011;10990.6;10990.6;3733.9;10;377.5;387.5;1;0.356
SM-011;10990.6;10990.6;3723.9;10;387.5;397.5;1;0.378
SM-011;10990.6;10990.6;3713.9;10;397.5;407.5;1;0.38
SM-011;10990.6;10990.6;3703.9;10;407.5;417.5;1;0.365
SM-011;10990.6;10990.6;3693.9;10;417.5;427.5;1;0.364
SM-011;10990.6;10990.6;3683.9;10;427.5;437.5;1;0.384
SM-011;10990.6;10990.6;3673.9;10;437.5;447.5;1;0.409
SM-011;10990.6;10990.6;3663.9;10;447.5;457.5;1;0.392
SM-011;10990.6;10990.6;3653.9;10;457.5;467.5;1;0.41
SM-011;10990.6;10990.6;3647.95;1.9;467.5;469.4;1;0.41
SM-012;11143;10990.6;4115.9;10;0;10;1;0
SM-012;11143;10990.6;4105.9;10;10;20;1;0
SM-012;11143;10990.6;4095.9;10;20;30;1;0
SM-012;11143;10990.6;4085.9;10;30;40;1;0
SM-012;11143;10990.6;4075.9;10;40;50;1;0
SM-012;11143;10990.6;4065.9;10;50;60;1;0
SM-012;11143;10990.6;4055.9;10;60;70;1;0
SM-012;11143;10990.6;4045.9;10;70;80;1;0.002
SM-012;11143;10990.6;4035.9;10;80;90;1;0.011
SM-012;11143;10990.6;4025.9;10;90;100;1;0.009
SM-012;11143;10990.6;4015.9;10;100;110;1;0.017
SM-012;11143;10990.6;4005.9;10;110;120;1;0.026
SM-012;11143;10990.6;3995.9;10;120;130;1;0.022
SM-012;11143;10990.6;3985.9;10;130;140;1;0.012
SM-012;11143;10990.6;3975.9;10;140;150;1;0.026
SM-012;11143;10990.6;3965.9;10;150;160;1;0.011
SM-012;11143;10990.6;3955.9;10;160;170;1;0.005
SM-012;11143;10990.6;3945.9;10;170;180;1;0.031
SM-012;11143;10990.6;3935.9;10;180;190;1;0.016
SM-012;11143;10990.6;3928.35;5.1;190;195.1;1;0.04
SM-013;10381;10838.2;4077.5;10;0;10;0;0
SM-013;10381;10838.2;4067.5;10;10;20;0;0
SM-013;10381;10838.2;4057.5;10;20;30;0;0.011
SM-013;10381;10838.2;4047.5;10;30;40;0;0.017
SM-013;10381;10838.2;4037.5;10;40;50;0;0.005
SM-013;10381;10838.2;4027.5;10;50;60;0;0.03
SM-013;10381;10838.2;4017.5;10;60;70;0;0.031
SM-013;10381;10838.2;4007.5;10;70;80;0;0.029
SM-013;10381;10838.2;3997.5;10;80;90;0;0.015
SM-013;10381;10838.2;3991.8;1.4;90;91.4;0;0.01
SM-013;10381;10838.2;3986.1;10;91.4;101.4;1;0.042
SM-013;10381;10838.2;3976.1;10;101.4;111.4;1;0.029
SM-013;10381;10838.2;3966.1;10;111.4;121.4;1;0.026
SM-013;10381;10838.2;3956.1;10;121.4;131.4;1;0.04
SM-013;10381;10838.2;3946.1;10;131.4;141.4;1;0.041
SM-013;10381;10838.2;3936.1;10;141.4;151.4;1;0.045
SM-013;10381;10838.2;3926.1;10;151.4;161.4;1;0.049
SM-013;10381;10838.2;3916.1;10;161.4;171.4;1;0.044
SM-013;10381;10838.2;3906.1;10;171.4;181.4;1;0.055
SM-013;10381;10838.2;3896.1;10;181.4;191.4;1;0.065
SM-013;10381;10838.2;3886.1;10;191.4;201.4;1;0.055
SM-013;10381;10838.2;3876.1;10;201.4;211.4;1;0.05
SM-013;10381;10838.2;3866.1;10;211.4;221.4;1;0.07
SM-013;10381;10838.2;3856.1;10;221.4;231.4;1;0.073
SM-013;10381;10838.2;3846.1;10;231.4;241.4;1;0.074
SM-013;10381;10838.2;3839.9;2.4;241.4;243.8;1;0.08
SM-014;10533.4;10838.2;4082.6;10;0;10;0;0
SM-014;10533.4;10838.2;4072.6;10;10;20;0;0
SM-014;10533.4;10838.2;4062.6;10;20;30;0;0.213
SM-014;10533.4;10838.2;4052.6;10;30;40;0;0.392
SM-014;10533.4;10838.2;4042.6;10;40;50;0;0.387
SM-014;10533.4;10838.2;4032.6;10;50;60;0;0.395
SM-014;10533.4;10838.2;4022.6;10;60;70;0;0.4
SM-014;10533.4;10838.2;4012.6;10;70;80;0;0.394
SM-014;10533.4;10838.2;4002.6;10;80;90;0;0.4
SM-014;10533.4;10838.2;3992.6;10;90;100;0;0.389
SM-014;10533.4;10838.2;3982.6;10;100;110;0;0.405
SM-014;10533.4;10838.2;3972.6;10;110;120;0;0.402
SM-014;10533.4;10838.2;3962.6;10;120;130;0;0.416
SM-014;10533.4;10838.2;3952.6;10;130;140;0;0.406
SM-014;10533.4;10838.2;3942.6;10;140;150;0;0.425
SM-014;10533.4;10838.2;3932.6;10;150;160;0;0.405
SM-014;10533.4;10838.2;3922.6;10;160;170;0;0.411
SM-014;10533.4;10838.2;3912.6;10;170;180;0;0.432
SM-014;10533.4;10838.2;3906.15;2.9;180;182.9;0;0.42
SM-014;10533.4;10838.2;3899.7;10;182.9;192.9;1;0.436
SM-014;10533.4;10838.2;3889.7;10;192.9;202.9;1;0.422
SM-014;10533.4;10838.2;3879.7;10;202.9;212.9;1;0.426
SM-014;10533.4;10838.2;3869.7;10;212.9;222.9;1;0.424
SM-014;10533.4;10838.2;3859.7;10;222.9;232.9;1;0.44
SM-014;10533.4;10838.2;3849.7;10;232.9;242.9;1;0.439
SM-014;10533.4;10838.2;3839.7;10;242.9;252.9;1;0.426
SM-014;10533.4;10838.2;3829.7;10;252.9;262.9;1;0.446
SM-014;10533.4;10838.2;3819.7;10;262.9;272.9;1;0.44
SM-014;10533.4;10838.2;3809.7;10;272.9;282.9;1;0.455
SM-014;10533.4;10838.2;3799.7;10;282.9;292.9;1;0.463
SM-014;10533.4;10838.2;3789.7;10;292.9;302.9;1;0.466
SM-014;10533.4;10838.2;3779.7;10;302.9;312.9;1;0.472
SM-014;10533.4;10838.2;3769.7;10;312.9;322.9;1;0.478
SM-014;10533.4;10838.2;3759.7;10;322.9;332.9;1;0.476
SM-014;10533.4;10838.2;3749.7;10;332.9;342.9;1;0.467
SM-014;10533.4;10838.2;3739.7;10;342.9;352.9;1;0.474
SM-014;10533.4;10838.2;3729.7;10;352.9;362.9;1;0.479
SM-014;10533.4;10838.2;3719.7;10;362.9;372.9;1;0.499
SM-014;10533.4;10838.2;3709.7;10;372.9;382.9;1;0.5
SM-014;10533.4;10838.2;3699.7;10;382.9;392.9;1;0.477
SM-014;10533.4;10838.2;3689.7;10;392.9;402.9;1;0.487
SM-014;10533.4;10838.2;3679.7;10;402.9;412.9;1;0.5
SM-014;10533.4;10838.2;3669.7;10;412.9;422.9;1;0.508
SM-014;10533.4;10838.2;3659.7;10;422.9;432.9;1;0.492
SM-014;10533.4;10838.2;3649.7;10;432.9;442.9;1;0.514
SM-014;10533.4;10838.2;3639.7;10;442.9;452.9;1;0.528
SM-014;10533.4;10838.2;3629.7;10;452.9;462.9;1;0.513
SM-014;10533.4;10838.2;3619.7;10;462.9;472.9;1;0.507
SM-014;10533.4;10838.2;3609.7;10;472.9;482.9;1;0.509
SM-014;10533.4;10838.2;3599.7;10;482.9;492.9;1;0.52
SM-014;10533.4;10838.2;3589.7;10;492.9;502.9;1;0.531
SM-014;10533.4;10838.2;3583.15;3.1;502.9;506;1;0.52
SM-015;10685.8;10838.2;4092.7;10;0;10;0;0
SM-015;10685.8;10838.2;4082.7;10;10;20;0;0
SM-015;10685.8;10838.2;4072.7;10;20;30;0;0.51
SM-015;10685.8;10838.2;4062.7;10;30;40;0;0.928
SM-015;10685.8;10838.2;4052.7;10;40;50;0;0.905
SM-015;10685.8;10838.2;4042.7;10;50;60;0;0.925
SM-015;10685.8;10838.2;4032.7;10;60;70;0;0.948
SM-015;10685.8;10838.2;4022.7;10;70;80;0;0.957
SM-015;10685.8;10838.2;4012.7;10;80;90;0;0.946
