dhid;midx;midy;midz;length;from;to;geocod;cu
SM-028;10838.2;10533.4;3632.3;10;446.8;456.8;1;0.503
SM-028;10838.2;10533.4;3624.05;6.5;456.8;463.3;1;0.518
SM-029;10990.6;10533.4;4088.1;10;0;10;0;0
SM-029;10990.6;10533.4;4078.1;10;10;20;0;0
SM-029;10990.6;10533.4;4068.1;10;20;30;0;0.157
SM-029;10990.6;10533.4;4058.1;10;30;40;0;0.277
SM-029;10990.6;10533.4;4048.1;10;40;50;0;0.262
SM-029;10990.6;10533.4;4038.1;10;50;60;0;0.26
SM-029;10990.6;10533.4;4028.1;10;60;70;0;0.251
SM-029;10990.6;10533.4;4018.1;10;70;80;0;0.264
SM-029;10990.6;10533.4;4008.1;10;80;90;0;0.279
SM-029;10990.6;10533.4;3998.1;10;90;100;0;0.281
SM-029;10990.6;10533.4;3988.1;10;100;110;0;0.293
SM-029;10990.6;10533.4;3978.1;10;110;120;0;0.3
SM-029;10990.6;10533.4;3968.1;10;120;130;0;0.286
SM-029;10990.6;10533.4;3961.05;4.1;130;134.1;0;0.29
SM-029;10990.6;10533.4;3954;10;134.1;144.1;1;0.3
SM-029;10990.6;10533.4;3944;10;144.1;154.1;1;0.297
SM-029;10990.6;10533.4;3934;10;154.1;164.1;1;0.298
SM-029;10990.6;10533.4;3924;10;164.1;174.1;1;0.287
SM-029;10990.6;10533.4;3914;10;174.1;184.1;1;0.311
SM-029;10990.6;10533.4;3904;10;184.1;194.1;1;0.3
SM-029;10990.6;10533.4;3894;10;194.1;204.1;1;0.307
SM-029;10990.6;10533.4;3884;10;204.1;214.1;1;0.313
SM-029;10990.6;10533.4;3874;10;214.1;224.1;1;0.319
SM-029;10990.6;10533.4;3864;10;224.1;234.1;1;0.325
SM-029;10990.6;10533.4;3854;10;234.1;244.1;1;0.31
SM-029;10990.6;10533.4;3844;10;244.1;254.1;1;0.328
SM-029;10990.6;10533.4;3834;10;254.1;264.1;1;0.338
SM-029;10990.6;10533.4;3824;10;264.1;274.1;1;0.324
SM-029;10990.6;10533.4;3814;10;274.1;284.1;1;0.33
SM-029;10990.6;10533.4;3804;10;284.1;294.1;1;0.351
SM-029;10990.6;10533.4;3794;10;294.1;304.1;1;0.361
SM-029;10990.6;10533.4;3784;10;304.1;314.1;1;0.354
SM-029;10990.6;10533.4;3774;10;314.1;324.1;1;0.354
SM-029;10990.6;10533.4;3764;10;324.1;334.1;1;0.365
SM-029;10990.6;10533.4;3754;10;334.1;344.1;1;0.352
SM-029;10990.6;10533.4;3744;10;344.1;354.1;1;0.35
SM-029;10990.6;10533.4;3734;10;354.1;364.1;1;0.354
SM-029;10990.6;10533.4;3724;10;364.1;374.1;1;0.367
SM-029;10990.6;10533.4;3714;10;374.1;384.1;1;0.384
SM-029;10990.6;10533.4;3704;10;384.1;394.1;1;0.396
SM-029;10990.6;10533.4;3694;10;394.1;404.1;1;0.386
SM-029;10990.6;10533.4;3684;10;404.1;414.1;1;0.387
SM-029;10990.6;10533.4;3678.8;0.4;414.1;414.5;1;0.4
SM-030;11143;10533.4;4094;10;0;10;0;0
SM-030;11143;10533.4;4084;10;10;20;0;0
SM-030;11143;10533.4;4074;10;20;30;0;0
SM-030;11143;10533.4;4064;10;30;40;0;0
SM-030;11143;10533.4;4054.6;8.8;40;48.8;0;0
SM-030;11143;10533.4;4045.2;10;48.8;58.8;1;0.01
SM-030;11143;10533.4;4035.2;10;58.8;68.8;1;0.002
SM-030;11143;10533.4;4025.2;10;68.8;78.8;1;0.006
SM-030;11143;10533.4;4015.2;10;78.8;88.8;1;0.007
SM-030;11143;10533.4;4005.2;10;88.8;98.8;1;0.007
SM-030;11143;10533.4;3995.2;10;98.8;108.8;1;0.02
SM-030;11143;10533.4;3985.2;10;108.8;118.8;1;0.012
SM-030;11143;10533.4;3975.2;10;118.8;128.8;1;0.018
SM-030;11143;10533.4;3965.2;10;128.8;138.8;1;0.026
SM-030;11143;10533.4;3955.2;10;138.8;148.8;1;0.009
SM-030;11143;10533.4;3945.2;10;148.8;158.8;1;0.024
SM-030;11143;10533.4;3935.2;10;158.8;168.8;1;0.042
SM-030;11143;10533.4;3925.2;10;168.8;178.8;1;0.018
SM-030;11143;10533.4;3915.2;10;178.8;188.8;1;0.048
SM-030;11143;10533.4;3905.2;10;188.8;198.8;1;0.015
SM-030;11143;10533.4;3895.2;10;198.8;208.8;1;0.041
SM-030;11143;10533.4;3885.2;10;208.8;218.8;1;0.056
SM-030;11143;10533.4;3875.2;10;218.8;228.8;1;0.061
SM-030;11143;10533.4;3865.2;10;228.8;238.8;1;0.063
SM-030;11143;10533.4;3857.7;5;238.8;243.8;1;0.03
SM-031;10381;10381;4087.1;10;0;10;1;0
SM-031;10381;10381;4077.1;10;10;20;1;0
SM-031;10381;10381;4067.1;10;20;30;1;0
SM-031;10381;10381;4057.1;10;30;40;1;0
SM-031;10381;10381;4047.1;10;40;50;1;0
SM-031;10381;10381;4037.1;10;50;60;1;0
SM-031;10381;10381;4027.1;10;60;70;1;0
SM-031;10381;10381;4017.1;10;70;80;1;0
SM-031;10381;10381;4007.1;10;80;90;1;0
SM-031;10381;10381;3997.1;10;90;100;1;0
SM-031;10381;10381;3987.1;10;100;110;1;0.012
SM-031;10381;10381;3977.1;10;110;120;1;0.008
SM-031;10381;10381;3967.1;10;120;130;1;0.004
SM-031;10381;10381;3957.1;10;130;140;1;0.006
SM-031;10381;10381;3947.1;10;140;150;1;0.012
SM-031;10381;10381;3937.1;10;150;160;1;0.002
SM-031;10381;10381;3927.1;10;160;170;1;0.021
SM-031;10381;10381;3917.1;10;170;180;1;0.018
SM-031;10381;10381;3907.1;10;180;190;1;0.013
SM-031;10381;10381;3897.1;10;190;200;1;0.025
SM-031;10381;10381;3887.1;10;200;210;1;0.03
SM-031;10381;10381;3880.4;3.4;210;213.4;1;0.04
SM-032;10533.4;10381;4077.8;10;0;10;1;0
SM-032;10533.4;10381;4067.8;10;10;20;1;0
SM-032;10533.4;10381;4057.8;10;20;30;1;0.006
SM-032;10533.4;10381;4047.8;10;30;40;1;0.004
SM-032;10533.4;10381;4037.8;10;40;50;1;0.004
SM-032;10533.4;10381;4027.8;10;50;60;1;0.01
SM-032;10533.4;10381;4017.8;10;60;70;1;0.013
SM-032;10533.4;10381;4007.8;10;70;80;1;0.012
SM-032;10533.4;10381;3997.8;10;80;90;1;0
SM-032;10533.4;10381;3987.8;10;90;100;1;0.012
SM-032;10533.4;10381;3977.8;10;100;110;1;0.001
SM-032;10533.4;10381;3967.8;10;110;120;1;0.016
SM-032;10533.4;10381;3957.8;10;120;130;1;0.032
SM-032;10533.4;10381;3947.8;10;130;140;1;0.018
SM-032;10533.4;10381;3937.8;10;140;150;1;0.016
SM-032;10533.4;10381;3927.8;10;150;160;1;0.011
SM-032;10533.4;10381;3917.8;10;160;170;1;0.031
SM-032;10533.4;10381;3907.8;10;170;180;1;0.037
SM-032;10533.4;10381;3897.8;10;180;190;1;0.038
SM-032;10533.4;10381;3887.8;10;190;200;1;0.055
SM-032;10533.4;10381;3877.8;10;200;210;1;0.057
SM-032;10533.4;10381;3867.8;10;210;220;1;0.058
SM-032;10533.4;10381;3857.8;10;220;230;1;0.057
SM-032;10533.4;10381;3847.8;10;230;240;1;0.057
SM-032;10533.4;10381;3840.9;3.8;240;243.8;1;0.06
SM-033;10685.8;10381;4068.1;10;0;10;1;0
SM-033;10685.8;10381;4058.1;10;10;20;1;0
SM-033;10685.8;10381;4048.1;10;20;30;1;0.006
SM-033;10685.8;10381;4038.1;10;30;40;1;0.013
SM-033;10685.8;10381;4028.1;10;40;50;1;0.015
SM-033;10685.8;10381;4018.1;10;50;60;1;0.01
SM-033;10685.8;10381;4008.1;10;60;70;1;0.024
SM-033;10685.8;10381;3998.1;10;70;80;1;0.038
SM-033;10685.8;10381;3988.1;10;80;90;1;0.015
SM-033;10685.8;10381;3978.1;10;90;100;1;0.038
SM-033;10685.8;10381;3968.1;10;100;110;1;0.037
SM-033;10685.8;10381;3958.1;10;110;120;1;0.048
SM-033;10685.8;10381;3948.1;10;120;130;1;0.032
SM-033;10685.8;10381;3938.1;10;130;140;1;0.04
SM-033;10685.8;10381;3928.1;10;140;150;1;0.05
SM-033;10685.8;10381;3918.1;10;150;160;1;0.062
SM-033;10685.8;10381;3908.1;10;160;170;1;0.066
SM-033;10685.8;10381;3898.1;10;170;180;1;0.061
SM-033;10685.8;10381;3888.1;10;180;190;1;0.059
SM-033;10685.8;10381;3878.1;10;190;200;1;0.05
SM-033;10685.8;10381;3868.1;10;200;210;1;0.062
SM-033;10685.8;10381;3858.1;10;210;220;1;0.064
SM-033;10685.8;10381;3848.1;10;220;230;1;0.074
SM-033;10685.8;10381;3842.3;1.6;230;231.6;1;0.08
SM-034;10838.2;10381;4066.6;10;0;10;1;0
SM-034;10838.2;10381;4056.6;10;10;20;1;0
SM-034;10838.2;10381;4046.6;10;20;30;1;0.006
SM-034;10838.2;10381;4036.6;10;30;40;1;0.004
SM-034;10838.2;10381;4026.6;10;40;50;1;0.01
SM-034;10838.2;10381;4016.6;10;50;60;1;0.025
SM-034;10838.2;10381;4006.6;10;60;70;1;0.016
SM-034;10838.2;10381;3996.6;10;70;80;1;0.026
SM-034;10838.2;10381;3986.6;10;80;90;1;0.029
SM-034;10838.2;10381;3976.6;10;90;100;1;0.022
SM-034;10838.2;10381;3966.6;10;100;110;1;0.047
SM-034;10838.2;10381;3956.6;10;110;120;1;0.052
SM-034;10838.2;10381;3946.6;10;120;130;1;0.052
SM-034;10838.2;10381;3936.6;10;130;140;1;0.058
SM-034;10838.2;10381;3926.6;10;140;150;1;0.064
SM-034;10838.2;10381;3916.6;10;150;160;1;0.069
SM-034;10838.2;10381;3906.6;10;160;170;1;0.071
SM-034;10838.2;10381;3896.6;10;170;180;1;0.059
SM-034;10838.2;10381;3886.6;10;180;190;1;0.06
SM-034;10838.2;10381;3876.6;10;190;200;1;0.075
SM-034;10838.2;10381;3866.6;10;200;210;1;0.069
SM-034;10838.2;10381;3856.6;10;210;220;1;0.07
SM-034;10838.2;10381;3846.6;10;220;230;1;0.079
SM-034;10838.2;10381;3836.6;10;230;240;1;0.098
SM-034;10838.2;10381;3826.6;10;240;250;1;0.081
SM-034;10838.2;10381;3816.6;10;250;260;1;0.068
SM-034;10838.2;10381;3806.6;10;260;270;1;0.072
SM-034;10838.2;10381;3799.45;4.3;270;274.3;1;0.07
SM-035;10990.6;10381;4074.9;10;0;10;1;0
SM-035;10990.6;10381;4064.9;10;10;20;1;0
SM-035;10990.6;10381;4054.9;10;20;30;1;0
SM-035;10990.6;10381;4044.9;10;30;40;1;0
SM-035;10990.6;10381;4034.9;10;40;50;1;0
SM-035;10990.6;10381;4024.9;10;50;60;1;0.01
SM-035;10990.6;10381;4014.9;10;60;70;1;0.011
SM-035;10990.6;10381;4004.9;10;70;80;1;0.018
SM-035;10990.6;10381;3994.9;10;80;90;1;0.03
SM-035;10990.6;10381;3984.9;10;90;100;1;0.03
SM-035;10990.6;10381;3974.9;10;100;110;1;0.011
SM-035;10990.6;10381;3964.9;10;110;120;1;0.008
SM-035;10990.6;10381;3954.9;10;120;130;1;0.012
SM-035;10990.6;10381;3944.9;10;130;140;1;0.034
SM-035;10990.6;10381;3934.9;10;140;150;1;0.025
SM-035;10990.6;10381;3924.9;10;150;160;1;0.052
SM-035;10990.6;10381;3914.9;10;160;170;1;0.02
SM-035;10990.6;10381;3904.9;10;170;180;1;0.026
SM-035;10990.6;10381;3894.9;10;180;190;1;0.037
SM-035;10990.6;10381;3884.9;10;190;200;1;0.055
SM-035;10990.6;10381;3874.9;10;200;210;1;0.066
SM-035;10990.6;10381;3864.9;10;210;220;1;0.052
SM-035;10990.6;10381;3854.9;10;220;230;1;0.057
SM-035;10990.6;10381;3844.9;10;230;240;1;0.048
SM-035;10990.6;10381;3834.9;10;240;250;1;0.05
SM-035;10990.6;10381;3826.9;6;250;256;1;0.08
